,eta,eta,eta,eta,eta,eta,eta,delta,delta,delta,delta,delta,delta,delta,fe,T,T,T,T,T,T,T,fo,g_0
RD,-4.115348510444164,-9.720734768547118,2.475879251025617,17.892231565900147,6.498353127390146,10.531443829648197,751.0914172474295,-0.14108433667570353,-0.02564514335244894,-0.026501713320612907,-0.0026113707572221756,-0.019190508872270584,-3.798399302482116e-05,-0.0005174693023423288,-0.010853875428438187,-6.155171291579784e-11,-2.5430215437330385e-10,-1.608446171478646e-10,-2.726089281283221e-08,-1.0953602027137998e-08,-4.605217070418058e-08,-7.774250797160735e-09,0.0008775228634476662,-7.784447364509106
RP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RP,11.358010651543736,-15.087629968300462,0.0759810209274292,0.21527779009193182,0.07717428542673588,0.13707623071968555,2.0799014819785953,0.034523939713835716,-0.005915842950344086,9.154900908470154e-06,-2.4127773940563202e-05,-0.00023209024220705032,-3.488567050401664e-06,-3.8019959156161723e-06,0.0008255960419774055,2.500158153172168e-06,-1.046057205566074e-05,-4.513480624073835e-11,-7.72004247745814e-09,-3.101962709411773e-09,-1.304156530955858e-08,-2.201598707590468e-09,0.0003576427698135376,-0.05917428061366081
RP,11.34536050632596,0.6523140007629991,-7.879783262498677,0.09834185615181923,0.03225356433540583,0.05358938314020634,1.7060001734644175,0.034726918675005436,-5.994923412799835e-05,-0.029940582811832428,-2.9457733035087585e-06,-9.708106517791748e-05,-5.08874255137903e-06,-3.5027262129117994e-06,0.00014164112508296967,2.5002343898726412e-06,2.415555580273017e-10,-6.627212164375565e-06,2.5938152528502484e-08,1.0422116475315168e-08,4.3817648827385154e-08,7.3970322379414855e-09,6.623752415180206e-05,-0.046230215579271317
RP,10.872367177158594,0.10304613970220089,-0.40037460811436176,-10.071778781712055,-0.47156662307679653,-0.8515194989740849,1.115093780681491,0.03524915874004364,9.419582784175873e-05,0.0007188282907009125,-0.0004722941666841507,0.0013795122504234314,-9.372785895494226e-07,-8.991236163241196e-07,0.0012732651084661484,2.500196512358609e-06,8.590097537523192e-11,5.506191001787387e-11,-0.0011232355599793235,3.693226799783183e-09,1.558224867049571e-08,2.6305016092794313e-09,0.0004083290696144104,0.30724704824388027
RP,10.752438600175083,0.16363031044602394,-0.34220356587320566,-1.5720305927097797,-1.7234800294972956,-0.9967136410996318,2.4275786336511374,0.0343378484249115,-0.00015283655375242233,0.0003518420271575451,0.00017404090613126755,6.494950503110886e-05,8.753121391333322e-07,-1.8681352525330818e-06,0.0011856826022267342,2.5002444568259813e-06,2.854003227312874e-10,1.8121752385447793e-10,3.062454832114307e-08,-0.00045131471477010706,5.173443645836281e-08,8.73349676523668e-09,0.0003895037807524204,0.3716704985126853
RP,11.197309982962906,-0.5502034090459347,0.007298436015844345,-0.058360508643090725,-0.017695515416562557,-21.599395588971674,-1.5528579410165548,0.03409287054091692,7.557496428489685e-05,-6.431061774492264e-05,8.37910920381546e-06,6.304867565631866e-05,-3.771825782815309e-05,3.955355206899526e-06,0.0011435290798544884,2.5002567816187366e-06,3.4032908425788365e-10,2.1609804685275717e-10,3.658499457169633e-08,1.4700086070355372e-08,-0.0018974500778881835,1.0444865627461436e-08,0.0003306269645690918,0.0016060518100857735
RP,10.543946866215265,-1.690196542236663,-0.18643169730057707,0.05089645877160365,0.01816932330984855,0.014189035660820082,-31.48946119595348,0.03638160551781766,0.0004440029806573875,0.0004390891335788183,1.861299097072333e-06,-4.6741079131606966e-05,-8.93978631646028e-07,-1.9363657597206164e-05,0.0012685905821854249,2.500242773136314e-06,2.7669903097848054e-10,1.7505049018263907e-10,2.9668587822965356e-08,1.1921029364342094e-08,5.0119520309035134e-08,-0.00032031806606035916,0.0005665810385835357,-0.013437798348604701
SRDUS,178.11160093545914,-1.063128337264061,3.652689144015312,17.314630195498466,6.074323937296867,10.804750710725784,-20.192192941904068,-0.8058828115463257,-0.011072084307670593,-0.010275661945343018,-0.0020802319049835205,-0.01788373291492462,-1.8003127250189156e-05,-0.0001104817861181427,-0.034734442830085754,8.670103355057115e-12,3.425962654261449e-11,2.1705564528785062e-11,3.765346576251482e-09,1.5129404665386083e-09,6.360847551123176e-09,1.0491150113255208e-09,-0.033507928252220154,-4.510619029402733
SPFLOW,12.775366757065058,-84.82700955867767,22.423441909253597,-1.0716476552188396,-1.0232951492071152,0.9974701069295406,16.64435137808323,-5.089412443339825,1.2525585405528545,0.5562718212604523,0.4198153093457222,0.10137027129530907,0.044929109781234614,0.1361695217411105,-0.006206803023815155,-2.0735997190844934e-11,-8.75635748986235e-11,-5.54768693397477e-11,-9.402546479202695e-09,-3.7780036362702605e-09,-1.5883840580247242e-08,-2.6814145436525815e-09,5.411201648414135,-1.4264854826033115
SPFLOW,27.058305514976382,27.987095318734646,-78.14192746486515,-4.845832148566842,-2.403591531328857,-1.8299667481333017,21.710557153448462,-5.074422150850296,1.1625153962522745,0.8488532565534115,0.42051621060818434,0.10536225233227015,0.04492472832086612,0.13619627373588197,0.0004724450409412384,1.1668514098681033e-11,4.919783135126919e-11,3.1169829062292076e-11,5.2828461662493856e-09,2.122681559734125e-09,8.92437878401118e-09,1.5065600125873106e-09,5.17011977173388,-0.16557920910418034
SPFLOW,32.058747194707394,29.188306156545877,22.699222665280104,-19.636227939277887,-0.9158743657171726,0.8136731721460819,19.128752153366804,-5.008751641958952,1.1582509018480778,0.5532650239765644,0.4293701983988285,0.10097680985927582,0.04492189515710989,0.13610586799550103,-0.00912792980670929,-2.9382016925471333e-12,-1.2897741757219572e-11,-8.171506646130846e-12,-1.3849550625292808e-09,-5.564838497613272e-10,-2.339622087769444e-09,-3.9496094544019613e-10,6.17727954313159,-1.6597469672560692
SPFLOW,32.57940299808979,29.109522566199303,22.465278804302216,-0.1809704303741455,-2.4832168966531754,1.3246151953935623,14.478010803461075,-4.961005598306656,1.1568267345428467,0.5502343624830246,0.4195788651704788,0.1288602501153946,0.04492131641928461,0.13608734745114684,-0.006585374474525452,7.706758537828546e-12,3.224435439304893e-11,2.0428766615327117e-11,3.4623876563232016e-09,1.391209624403318e-09,5.84905521942361e-09,9.874023636004902e-10,6.107940375804901,-1.8930857926607132
SPFLOW,30.7220619013533,30.74387553334236,21.325569150038064,-5.1156106581911445,-2.380807176232338,-274.776729632169,25.77118827123195,-5.017758060246706,1.1622680304571986,0.5522016147151589,0.4201944088563323,0.10537496488541365,0.04574983610652048,0.13617095849858513,-0.009853350929915905,2.963489493999383e-11,1.2464458245062976e-10,7.896995094737388e-11,1.3384292283974376e-08,5.377894704334076e-09,2.2610254082584392e-08,3.816927261793145e-09,6.236955257132649,-0.25359037704765797
SPFLOW,12.129500228911638,33.63985185697675,23.79999177902937,2.518021382391453,0.16239534318447113,3.3673031143844128,-20.604987263679504,-5.05944524332881,1.1705339588224888,0.5616397224366665,0.4195713773369789,0.0979185663163662,0.04493333848709743,0.1363604566877747,-0.010211143642663956,3.598092892348703e-11,1.4520035837619847e-10,9.199328966464492e-11,1.559156441488042e-08,6.264790839891192e-09,2.6339026784966942e-08,4.446396268588458e-09,6.11770348995924,-2.4800661765038967
SPFLOW,-135.74403243884444,20.872848220169544,22.12609412148595,-2.6164092365652323,-1.5058927834033966,-0.1864034328609705,36.932197296991944,3.7267155051231384,-4.512295572087169,0.5545764695852995,0.4199301674962044,0.1027844101190567,0.0449272006381297,0.1361690651685919,0.01273277960717678,-2.1675258387642787e-11,-8.358341240323153e-11,-5.295519346066826e-11,-8.9751580028753e-09,-3.606276198257976e-09,-1.516184782659964e-08,-2.559532064395646e-09,3.4658230785280466,1.5506175607442856
SPFLOW,34.14913463406265,24.533139226958156,-92.38242451101542,-1.4755341690033674,-1.2249021604657173,0.27407060004770756,27.550890620797873,3.2502116933465004,-4.504198834300041,0.8630780577659607,0.42014801874756813,0.10191923938691616,0.04492265835320618,0.1361972701331059,0.00551423616707325,1.2728193397632459e-11,5.683067461774874e-11,3.6005701159514046e-11,6.102458244269643e-09,2.452006963010848e-09,1.0308959824234113e-08,1.7402966658458642e-09,4.2754926681518555,1.245167575776577
SPFLOW,35.05411918461323,27.861617740243673,23.725561562925577,-15.061181329190731,0.6624909490346909,3.6363353691995144,22.48760301619768,3.213287405669689,-4.488642670214176,0.5519749224185944,0.4288436621427536,0.09636346623301506,0.04491896457632928,0.1361013723774194,-0.0076288022100925446,-2.3361111817792784e-12,-7.355743345914288e-12,-4.6603123841214984e-12,-7.898571840987304e-10,-3.173696955670069e-10,-1.3343157219310111e-09,-2.2525116419636184e-10,6.102025173604488,-0.6106699481606483
SPFLOW,35.56702211499214,27.795348823070526,23.494758039712906,4.329797096550465,-0.8970697298645973,4.154918849468231,17.847761750221252,3.204973876476288,-4.477100171148777,0.5489435270428658,0.41905932128429413,0.12422390282154083,0.044918291303640105,0.13608281152148008,-0.006562083959579468,7.080584406629977e-12,3.28489360379186e-11,2.0811805989364502e-11,3.5273074248792617e-09,1.4172948048608802e-09,5.958725004787802e-09,1.0059161579179995e-09,5.975824326276779,-0.8504404947161674
SPFLOW,34.0319474413991,29.00230149552226,22.35614947602153,-0.6057374849915504,-0.7983732260763645,-271.24454645067453,29.238975420594215,3.223103292286396,-4.492735598236322,0.5509086884558201,0.4196753427386284,0.10074976831674576,0.045746107743717776,0.13616635640533842,-0.008103467524051666,2.986368933408562e-11,1.2917894478715228e-10,8.184274625265426e-11,1.3871190548144827e-08,5.573533557765793e-09,2.3432777472815836e-08,3.955780719174464e-09,6.210346147418022,0.79325220733881
SPFLOW,41.3353154938668,6.8597838915884495,24.55471790395677,4.588491654023528,0.8744781855493784,4.742234481498599,-224.57385757379234,3.2906877417117357,-4.500767391175032,0.5631476547569036,0.41939058527350426,0.09585562348365784,0.04493424809694632,0.13640804714304575,-0.005562124773859978,3.96657228493863e-11,1.6293475329237539e-10,1.0322911130307484e-10,1.749587762585818e-08,7.029956133313016e-09,2.955600715564993e-08,4.989467568568728e-09,5.996909528970718,-0.6559437923133373
SPFLOW,-155.9463970065117,31.37937666848302,16.402489963918924,-8.677700404077768,-3.636430826038122,-3.997435089200735,34.01439794525504,3.752401638776064,1.1648729220032692,-7.9659067913889885,0.42063985392451286,0.10901562869548798,0.044931789037620976,0.13617958912132916,0.011777438223361969,-1.962815065103208e-11,-7.789026858070883e-11,-4.9348239355149564e-11,-8.363830182305735e-09,-3.360640748949265e-09,-1.4129124014420157e-08,-2.3851938345724344e-09,4.092683672904968,0.7884639799594879
SPFLOW,35.35632515698671,-223.9188417866826,10.15741616860032,-5.403207931667566,-2.5554801411926746,-1.6849626377224922,27.22398118674755,3.2635194584727287,1.2734635397791862,-7.980902288109064,0.4203569181263447,0.10586609318852425,0.044933603645862,0.13618929544995917,-0.002812046557664871,-2.4685710941482064e-11,-1.0328269766523486e-10,-6.543589306471967e-11,-1.1090460461660256e-08,-4.4562183281668775e-09,-1.873525499971625e-08,-3.1627731959078205e-09,5.062247980386019,-0.2660691663622856
SPFLOW,33.505622923374176,28.992230102419853,21.44538739323616,-20.068545937538147,-1.0767744034528732,0.525876447558403,18.729900807142258,3.2167966663837433,1.1583144813776016,-7.8937636613845825,0.42942625284194946,0.10144743323326111,0.0449226721875765,0.13610741210447955,-0.008678212761878967,0.0,-2.0152721495655583e-12,-1.2767979134579448e-12,-2.163992285202001e-10,-8.695060152520737e-11,-3.655659512139756e-10,-6.171264772503064e-11,6.139776214957237,-1.7196238785982132
SPFLOW,34.014514822512865,28.91265399195254,21.222712066024542,-0.6352976374328136,-2.641947055235505,1.036444867029786,14.079140244051814,3.2084846794605255,1.1568906214088202,-7.835248293355107,0.4196375124156475,0.12932461686432362,0.04492219951325705,0.1360888941891418,-0.00599319115281105,1.052454212822211e-11,4.297567858948553e-11,2.7227715504490672e-11,4.614713548193267e-09,1.8542215775250473e-09,7.79569390963803e-09,1.3160222127362784e-09,6.041971791535616,-1.9521061889827251
SPFLOW,32.44532785564661,30.568745456635952,20.018093816936016,-5.6956284418702126,-2.585877448320389,-278.3515673354268,25.554098524153233,3.2267415523529053,1.1623515486717224,-7.873908810317516,0.42026764899492264,0.10597517341375351,0.04575409939830911,0.13617283605447983,-0.007806174457073212,3.23683858588799e-11,1.350232340208924e-10,8.55454602016823e-11,1.4498748310853408e-08,5.825690302188894e-09,2.4492918731336366e-08,4.134747397577053e-09,6.224003978073597,-0.27393708378076553
SPFLOW,39.76079695811495,36.96539452113211,6.630841101054102,0.12936144741252065,-0.6989501500502229,1.8939411868341267,-173.02682670066133,3.2902969331480563,1.1719706295989454,-7.97985970787704,0.4199109673500061,0.10044845612719655,0.044936478312729206,0.13640197323877212,-0.008520903997123241,4.339567356359317e-11,1.7667639026222554e-10,1.119352770754662e-10,1.8971449865330294e-08,7.622850547463023e-09,3.2048709985490225e-08,5.41027068524378e-09,6.056930104270577,-1.919092406053096
SPFLOW,-84.46911630034447,32.20852978527546,22.59072958678007,-3.304478634148836,0.5880127847194672,3.5421732515096664,25.144914899021387,3.6651702746748924,1.1630663387477398,0.5536922365427017,-2.476436499506235,0.09665382280945778,0.04492246697775001,0.13615812583125994,0.012052763253450394,-1.8327635147773514e-11,-7.365819706662115e-11,-4.666696373688788e-11,-7.909391802413313e-09,-3.1780444857463294e-09,-1.336143551687081e-08,-2.25559727434987e-09,-20.064063757658005,2.483385920524597
SPFLOW,37.84230948612094,23.207772521302104,22.593543749302626,-6.729737039655447,2.2786997370421886,6.813292659819126,0.2550118025392294,3.2411902006715536,1.2359237857162952,0.5552850104868412,-2.476271951571107,0.09170341677963734,0.04492074690437287,0.13615283362120245,-0.0018394310027360916,-1.8351718768204228e-11,-7.748721415079571e-11,-4.909287977245798e-11,-8.320550336601694e-09,-3.3432506286442234e-09,-1.4056010824177363e-08,-2.372851305027428e-09,-8.290569176897407,0.8842262830585241
SPFLOW,36.50004402548075,28.25364112108946,11.833907291293144,-2.102309972047806,2.398464072495699,6.746161375194788,4.8749155551195145,3.2327436842024326,1.1604755893349648,0.7574384286999702,-2.4767703488469124,0.09131290018558502,0.044915086341181375,0.1361587059675504,0.0012655369937419891,7.899427501274261e-12,3.1639772748179265e-11,2.0045727241289735e-11,3.397467887767142e-09,1.3651244439457558e-09,5.739385434059417e-09,9.68888569282981e-10,-12.459021206945181,0.8055827170610428
SPFLOW,36.975850723683834,32.453981555998325,24.567473143339157,8.784767225384712,0.7363317236304283,7.0654461607337,21.41153422743082,3.201593801379204,1.1557560414075851,0.547601968050003,-2.4744461104273796,0.11944916844367981,0.04491505406098395,0.13607803021694728,-0.0068801045417785645,7.754925778689975e-12,3.224435439304893e-11,2.0428766615327117e-11,3.4623876563232016e-09,1.391209624403318e-09,5.84905521942361e-09,9.874023636004902e-10,3.523243360221386,0.5205105990171432
SPFLOW,35.43626316078007,33.958984369412065,23.38914642482996,3.5291722137480974,0.8488178513944149,-262.61770285852253,31.955570299178362,3.219675961881876,1.1611797772347927,0.549621319398284,-2.475308146327734,0.09593360871076584,0.0457368606200194,0.13616120265681247,-0.0073110442608594894,2.9935940195377764e-11,1.259545093478474e-10,7.979986959112155e-11,1.3524951782512507e-08,5.434412595325461e-09,2.2847871950873475e-08,3.857040482814415e-09,5.726296793669462,2.1473704539239407
SPFLOW,40.568403443321586,31.54647297691554,23.387627680785954,-6.2217573169618845,3.301666704006493,8.822351000271738,191.33397885318846,3.260890791192651,1.167566710151732,0.5596990864723921,-2.4761694679036736,0.08872055448591709,0.04492308952441465,0.13630119077057354,-0.005536841228604317,2.4601418269974564e-11,9.864757172123407e-11,6.249925786376639e-11,1.0592742236063796e-08,4.256231944658901e-09,1.7894453311924108e-08,3.02083410614025e-09,3.7352240793406963,-0.029975326731801033
SPFLOW,35.59613271616399,19.06906033307314,23.33567022718489,5.82518102042377,0.21107851527631283,4.596922317519784,-2.040367318317294,3.523863945156336,1.162910858169198,0.551787605509162,0.41893832571804523,-4.746316384524107,0.044920205058201795,0.13613770187901622,0.005086340010166168,-6.297866742631766e-12,-2.6853501392961063e-11,-1.7013332196827115e-11,-2.8835197200316665e-09,-1.1586167653233882e-09,-4.871166299926225e-09,-8.223210309360333e-10,-8.677270354703069,-0.211955476552248
SPFLOW,30.54798022657633,101.58685590699315,23.616312596946955,7.5041372030973434,0.4651782400906086,5.679259691387415,-12.918211948126554,3.2434052489697933,1.2240826673805714,0.5531144589185715,0.4187942035496235,-4.747684445232153,0.04492140634269172,0.1361430300189648,-0.0030788592994213104,-9.127692143240685e-12,-4.211918792592017e-11,-2.6685076391271046e-11,-4.5227438760721824e-09,-1.8172675718768341e-09,-7.64032838037209e-09,-1.2897943374531405e-09,-1.9947079382836819,-0.7623115703463554
SPFLOW,32.748666413128376,24.663320615887642,-36.947668962180614,2.7692101150751114,-0.2555936649441719,2.75998767465353,12.693522043526173,3.243919625878334,1.1619162634015083,0.8067394644021988,0.41958724707365036,-4.740603290498257,0.044919909924968186,0.13617704598611027,0.004066921770572662,1.3679496404645671e-11,5.541998411305285e-11,3.511194262009348e-11,5.950978784305503e-09,2.3911415419432027e-09,1.005306365838433e-08,1.6970978124383426e-09,-4.35687542706728,0.8157600164413452
SPFLOW,35.40226649865508,31.22759860008955,23.999495051801205,-13.744175273925066,1.0793770551681519,4.396474909037352,23.186364378780127,3.212092414498329,1.1575372703373432,0.551570400595665,0.42868978530168533,-4.736467905342579,0.044918122985467816,0.13609923761608475,-0.007018387317657471,-1.9748568753185652e-12,-9.16948828052329e-12,-5.809430506233649e-12,-9.846164897669106e-10,-3.9562523693969354e-10,-1.6633250780235891e-09,-2.8079254714888943e-10,5.383922755718231,-0.05888887122273445
SPFLOW,33.56224316358566,29.751345358788967,22.865429677069187,2.2296963408589363,-0.08015885204076767,-192.98641843348742,21.838370382785797,3.221584014594555,1.1614879742264748,0.5502441972494125,0.41934437304735184,-4.738251067698002,0.04566421288284787,0.1361571390737629,-0.007489323616027832,2.890034451685705e-11,1.1910258403932448e-10,7.545875668536454e-11,1.2789194405543826e-08,5.1387805501397556e-09,2.160494771674596e-08,3.647217480549311e-09,5.960500560700893,0.8383932784199715
SPFLOW,33.212349362671375,19.64101353287697,24.32395665347576,8.433833286166191,0.7427155897021294,6.388117931783199,181.22793310135603,3.2698028460144997,1.1693759337067604,0.5584187656641006,0.4188343361020088,-4.748529881238937,0.04492664265185991,0.13630348064387712,-0.0053843483328819275,3.087520139217562e-11,1.227300739085425e-10,7.775699292958884e-11,1.3178713016880187e-08,5.295291632885129e-09,2.2262966428931117e-08,3.758300246454366e-09,4.829902738332748,-0.9943213611841202
SPFLOW,-114.80484317988157,34.24639359116554,23.95336876809597,5.489573642611504,1.3403702974319458,-12.641095697879791,36.31188153475523,3.699143201112747,1.163043200969696,0.5520262122154236,0.418990857899189,0.09446229040622711,-1.4269017788390155,0.13615844657126341,0.013574942946434021,-2.1338087701612788e-11,-8.544753914157967e-11,-5.413623153061686e-11,-9.175327289256485e-09,-3.6867055046687925e-09,-1.5499996331472565e-08,-2.616616263541299e-09,-69.56174250692129,3.1009848564863205
SPFLOW,39.48847542889416,-26.577910244464874,25.467586496844888,12.104216955602169,3.615073334425688,-37.6948749627918,17.17016157694161,3.239630166441202,1.2430076878517866,0.5518135242164135,0.4182851631194353,0.08780764043331146,-1.4268218346243613,0.13615098279364135,-0.0017314571887254715,-1.9351189016078867e-11,-8.131623123497027e-11,-5.1518795808028075e-11,-8.731708870790075e-09,-3.5084567715421173e-09,-1.4750586131483916e-08,-2.4901053357049864e-09,-35.65176401287317,0.9850894659757614
SPFLOW,36.407701548188925,32.22706160321832,-86.94796649366617,6.054283726960421,1.4201354123651981,-1.3341257385909557,31.536823697388172,3.2443026043474674,1.1613531187176704,0.8570560030639172,0.41927243769168854,0.09418737888336182,-1.426858318164638,0.13618793186677497,0.006627924740314484,1.093396367554425e-11,4.6351259440007835e-11,2.936635200953273e-11,4.977182255964602e-09,1.9998638350797696e-09,8.40801687792144e-09,1.4193908976757049e-09,-47.6498704738915,2.9809888266026974
SPFLOW,37.29952462390065,33.526704367250204,25.40078427642584,-7.653001930564642,3.2461359575390816,6.0321253053843975,28.045692548155785,3.2079141475260258,1.1568665727972984,0.5497735813260078,0.42798682302236557,0.088811244815588,-1.4267359877450352,0.1360929490088033,-0.007566504180431366,-4.455469779682129e-12,-1.9951194280699027e-11,-1.2640299343233654e-11,-2.142352362349981e-09,-8.60810955099553e-10,-3.6191029170183586e-09,-6.109552124778034e-10,1.7808052115142345,1.1842208541929722
SPFLOW,37.81874433159828,33.461718179285526,25.17481142282486,11.709326952695847,1.695461243391037,6.576786756515503,23.430404841899872,3.199591636657715,1.1554409638047218,0.5467379987239838,0.4182058274745941,0.11664600670337677,-1.426658593665978,0.13607444423854767,-0.007283687591552734,5.49106545820284e-12,2.3175629720003917e-11,1.4683176004766366e-11,2.488591127982301e-09,9.999319175398848e-10,4.20400843896072e-09,7.096954488378524e-10,-1.6365104392170906,0.9403810054063797
SPFLOW,42.77855922887102,35.092730802018195,26.663836332503706,14.95263202721253,4.545700163580477,-41.382754729129374,46.63746885722503,3.266074458602816,1.1686952584423125,0.5571170756593347,0.41811967035755515,0.08510336140170693,-1.4267976187119709,0.13633296593938865,-0.005527989007532597,3.2660399756602304e-11,1.320381121493484e-10,8.365420329237272e-11,1.4178206953607861e-08,5.69689472367968e-09,2.3951424166100666e-08,4.043335538134351e-09,-1.0221529388800263,0.15788629837334156
SPFLOW,-19.582090836018324,29.12862005829811,24.602284356951714,11.435939095914364,3.418590497225523,8.561668623238802,-25.337604142725468,3.589246056973934,1.162545345723629,0.5510167367756367,0.4183097928762436,0.08836918696761131,0.04491703237594049,-1.0124424704605117,0.008120827376842499,-1.459467398101281e-11,-5.955129201966224e-11,-3.772937834268227e-11,-6.394597202771913e-09,-2.5693902750698778e-09,-1.080247385837298e-08,-1.8236087402746554e-09,-9.935634903609753,1.5224836394190788
SPFLOW,36.978437442332506,39.385447926819324,25.12229283899069,14.943976905196905,4.607092272490263,10.908397529274225,-57.14587916433811,3.241818219423294,1.233678825199604,0.552343413233757,0.41796502470970154,0.08489800617098808,0.04491716380245858,-1.0123942297618456,-0.0025165975093841553,-1.76292101552828e-11,-7.43635423189691e-11,-4.711384300659816e-11,-7.985131532395384e-09,-3.2084771962801522e-09,-1.34893835997957e-08,-2.2771967010536305e-09,-2.692056480795145,0.3976224325597286
