,eta,eta,eta,eta,eta,eta,eta,delta,delta,delta,delta,delta,delta,fe,T,T,T,T,T,T,T,fo,g_0,nu,nu_tilde
SPFLOW,-116382.28802602459,12321.082245289348,3077.2571530546993,19.308984499424696,6.030304305255413,235.5719151776284,2498.7259177826345,4.587320328690112,2.4684397941455245,1.3778559723868966,0.4431336810812354,0.19133640453219414,-3.2079501766711473,0.0001231649630711412,6.879361992945124e-13,9.701059945432534e-12,-4.445207451957882e-11,-1.430657151303246e-07,-1.5421737780244087e-07,-1.822171758628127e-08,-8.217112909196278e-09,-0.011903334436818357,8.164925578981638,-1.6525089023634791,-828058.6192591377
SPFLOW,57432.510450838134,-34502.04227125272,3077.8296177834272,21.192585051059723,6.693175749853253,237.09394744969904,2502.1855487525463,5.048446584492922,2.4682066906243563,1.378193834796548,0.44338433630764484,0.19133866392076015,-3.207518756389618,1.6791652350906796e-05,-4.1768388324850876e-13,-5.890046771474132e-12,-3.881123742322674e-12,-3.50727405181145e-08,-3.780658468817572e-08,-4.467077049982496e-09,-2.0144355942285646e-09,-0.0029706100734988397,7.654245879501104,2.346423687413335,-205616.100072423
SPFLOW,57436.259101177566,12323.751486899797,-9709.268094931263,20.755373374093324,6.539353236556053,236.74073995742947,2501.6336995163,4.58498361101374,4.130721328314394,1.3785100574605167,0.44341203989461064,0.19137938227504492,-3.2074154932051897,5.639743735570769e-05,3.8546196685265354e-13,5.435663439366491e-12,3.7251521252849106e-12,-1.291615605106751e-08,-1.3922942444094722e-08,-1.6450800085016574e-09,-7.418514808229138e-10,-0.006135828773102455,7.975603900384158,0.8933203690685332,-272540.1268753782
SPFLOW,57437.25234398455,12324.65472330735,3078.1146687844303,-203.0129058235325,7.02781649120152,237.86560139013454,2503.4262911928818,4.583923866972327,2.4676504901144654,1.382218858692795,0.44336023833602667,0.19139384618028998,-3.2073234147392213,-8.88022847509352e-05,7.227317511852442e-13,1.0191735875951329e-11,8.350046081278217e-12,-7.752905230321671e-09,-8.357227403378123e-09,-9.87457053924027e-10,-4.452953497196627e-10,0.007798066450472749,7.520076132612303,4.193323321407661,-422050.60684857774
SPFLOW,57437.13779989624,12324.632174702157,3078.107936146145,22.116807427839376,0.5137351786834188,237.8424911177135,2503.390979383752,4.5831786963681225,2.465186438523233,1.3783414348436054,0.4482516162097454,0.19137685067835264,-3.207330368546536,-8.030888147095881e-05,5.209582994476685e-13,7.346390111750496e-12,6.184093562450394e-12,-1.2014069932289784e-08,-1.2950540665910799e-08,-1.5301848466531415e-09,-6.900393224377772e-10,0.006798251530937673,7.539339557697531,4.210234807804227,-422058.4122529545
SPFLOW,57437.45671092626,12324.60603758227,3078.0851279431954,22.035075687803328,6.98930888902396,-40281.627233388834,2503.2855716925114,4.585461997427046,2.465713979676366,1.378400294110179,0.44340747967362404,0.19531628768891096,-3.207333412952721,-9.596086211987019e-05,1.2174462605524068e-12,1.716804431293689e-11,1.184811466129566e-11,4.3553435676184006e-09,4.694833166807193e-09,5.547229845255041e-10,2.5015322378852974e-10,0.008657486891361215,7.5640280386433005,4.146545052528381,-257922.88975344133
SRGDP,112163.60036308378,-7898.373461243435,-609.5381701644801,-23.046603428199887,-0.2482264176942408,-1887.1040186957107,-3571.0413467920152,0.009327746811322868,0.007787179609294981,9.041937300935388e-05,2.828642027452588e-05,6.608632975257933e-05,6.64002145640552e-05,-2.4619685853766194e-06,4.469298359482069e-09,-1.7292355287645273e-08,-4.044083625313801e-09,-1.8864345122304393e-05,-4.856017599600909e-06,-1.1037137394532796e-06,-2.3510010106902544e-06,6.447578982050263e-06,0.018905572418589145,0.7171006862772629,118400.15945730712
SRGDP,-30916.582674064673,28801.52797389403,-609.4095617439598,-22.619137462228537,-0.09796918742358685,-1886.7578207058832,-3570.477502782829,-0.034372647292912006,0.007779387757182121,3.431551158428192e-05,-2.895854413509369e-05,-8.538365364074707e-06,-1.9618310034275055e-05,-4.951778802255732e-08,-1.2310199984819531e-09,6.307522737587614e-08,-4.055485280427416e-09,-1.8896409513371164e-05,-4.890574430598455e-06,-1.1077961827818543e-06,-2.352841673396538e-06,-6.318820346532331e-06,-0.014738737605512142,-0.14316770248115063,-13097.230658148415
SRGDP,-30916.51417752728,-7898.023744077422,9617.309808476828,-22.49203143734485,-0.05327470973134041,-1886.6541442750022,-3570.3369031539187,0.009757769294083118,-0.11870191339403391,4.8634596168994904e-05,2.0460225641727448e-05,2.018362283706665e-05,1.5906058251857758e-05,-8.650286299471438e-07,-1.2305247486564032e-09,-1.7293624832981526e-08,6.391200310470171e-08,-1.8883698139966436e-05,-4.8768893567234676e-06,-1.1061794722884985e-06,-2.3521127540360694e-06,-1.3845900652753282e-06,-0.05680782254785299,-0.16253528650850058,-25728.303781433962
SRGDP,-30916.2736744117,-7897.896345600486,-609.3285985216498,150.713051231578,-0.004307541996240616,-1886.5410094298422,-3570.130476694554,0.009965628385543823,0.007900603115558624,-0.0003193467855453491,2.1673738956451416e-05,2.3087486624717712e-05,2.639368176460266e-05,1.2432424249237756e-06,-1.230366102901471e-09,-1.7291401983914042e-08,-4.049039217354332e-09,0.00012451755007571443,-4.874815172580949e-06,-1.1059352745395224e-06,-2.3520025731640313e-06,6.975229101399835e-07,-0.047548139467835426,-0.6765222568064928,-45205.75536022894
SRGDP,-30916.41033991892,-7898.037607030943,-609.3921647891402,-22.564833099022508,4.919473921880126,-1886.7127784602344,-3570.394293187186,0.010099731385707855,0.008421480655670166,6.740819662809372e-05,-0.0004803929477930069,1.8499791622161865e-05,2.38688662648201e-05,1.2659113274155871e-06,-1.2304142127276552e-09,-1.7292060089698562e-08,-4.049544120227953e-09,-1.888402309860084e-05,0.00014969978017144987,-1.106218793756003e-06,-2.3521302481007206e-06,1.3822862548505772e-08,-0.024983886629343033,-0.45923315547406673,-45207.289577909745
SRGDP,-30916.52867245674,-7898.313725221902,-609.5365122640505,-23.04911735188216,-0.2491640904918313,29265.248684288003,-3571.0152376312762,0.00970467645674944,0.008334432728588581,6.973464041948318e-05,4.727952182292938e-05,-0.000367484986782074,2.4215318262577057e-05,1.2172172192920462e-06,-1.2303798701356116e-09,-1.7291587414896856e-08,-4.049151654396204e-09,-1.8885492837121597e-05,-4.878802356060942e-06,1.7157805040909242e-05,-2.3522153382791262e-06,1.0728667931878711e-06,0.04183222912251949,0.015569829382002354,-21912.417018887587
SRGDP,-30916.427537277224,-7898.264102661284,-609.508634118014,-22.954582333099097,-0.2159342672675848,-1887.0281137145357,8931.976477431483,0.009041565819643438,0.006680601625703275,2.065836451947689e-05,2.9172515496611595e-05,1.754483673721552e-05,-5.868426524102688e-05,1.1079212474955146e-06,-1.230452480971707e-09,-1.729261461640722e-08,-4.050694329071698e-09,-1.888487741001603e-05,-4.878136770768978e-06,-1.1063268453221194e-06,5.884095903578156e-06,-3.846698848634659e-07,0.02447954867966473,-0.040988915716297925,-43896.534469590406
JUPCOST,-32379.09089922346,-0.530740799382329,-0.48928104527294636,-1.432909406721592,-0.5039219371974468,-1.145383533090353,-1.5429923124611378,0.0037388093769550323,-32.34366367012262,4.200637340545654e-05,-2.3661181330680847e-05,0.00030865520238876343,0.0002681724727153778,-0.0005118533767752441,5.696387816048397e-09,-4.71641188504113e-11,-1.0335370006227411e-11,5.4845834555118494e-08,5.912094858486508e-08,6.985498287530967e-09,3.1501217096490875e-09,-0.0007110902269475285,-11.568612165749073,86.85143350251019,1890175.8052042816
SDOMTFLOW,2.0470923595130444,-0.9442861471325159,-0.05799020081758499,0.0046722982078790665,0.0018907897174358368,-0.013217402622103691,-0.4067594613879919,0.00010900571942329407,0.0004862416535615921,0.00036091357469558716,0.00035381317138671875,0.00035515427589416504,0.00036005862057209015,5.411068872301725e-07,5.11048515974646e-12,7.20664546156835e-11,6.190256528037045e-11,1.3045932304850494e-07,1.4062313324022776e-07,1.6615475224095506e-08,7.492775327565029e-09,6.762888666712405e-05,-0.0008741281926631927,0.001996295526623726,0.49802397936582565
SDOMTFLOW,2.047112073749304,-0.9442771449685097,-0.05794498883187771,0.004679838195443153,0.001941397786140442,-0.013175861909985542,-0.4067745488137007,0.00015900470316410065,0.0005229078233242035,0.0003666803240776062,0.00034892186522483826,0.0003790576010942459,0.0003669261932373047,5.162363730456626e-07,5.1858137549245025e-12,7.312716629191348e-11,6.6666818976036e-11,1.5404351537382456e-07,1.6605757432453382e-07,1.9620268707353064e-08,8.847990136364194e-09,7.348198287548365e-05,-0.0008042808622121811,0.002025047317147255,0.4980258997529745
SDOMTFLOW,-1.426074868068099,1.2145621282979846,-0.026018594391644,-0.00293157622218132,-0.0010437015444040298,-0.009310919791460037,0.06877164542675018,-0.00030260439962148666,-0.00028870999813079834,-0.0004788404330611229,-0.00048182345926761627,-0.00048099271953105927,-0.00047968514263629913,-7.660684937432475e-07,-6.998243363724464e-12,-9.868993056800623e-11,-8.369554808194168e-11,-1.7685139844287982e-07,-1.9064216573235555e-07,-2.2526142749427794e-08,-1.0158200372948314e-08,-9.091633408906633e-05,0.00021200720220804214,-0.0011679036542773247,0.23432314582169056
SDOMTFLOW,-1.4260768927633762,1.2145607881247997,-0.026019349694252014,-0.0029319114983081818,-0.0010459236800670624,-0.00930505245923996,0.0687737949192524,-0.0002980530261993408,-0.00028583407402038574,-0.0004753135144710541,-0.0004895925521850586,-0.00047940388321876526,-0.00048141181468963623,-7.64455004894333e-07,-7.088849059200094e-12,-9.99647201847308e-11,-8.42187813030012e-11,-1.7659654246818093e-07,-1.9036186051711564e-07,-2.2493462827329598e-08,-1.0142987280445475e-08,-9.03405586990651e-05,0.00021199509501457214,-0.0011683888733386993,0.23432980477809906
SDOMTFLOW,-1.8217860404402018,-0.6325747333467007,0.2899166941642761,0.0004184488207101822,0.00012525822967290878,-0.0045995526015758514,-0.14548886474221945,0.00010593794286251068,-0.0012780055403709412,0.0001938091591000557,0.00016860198229551315,0.00015806499868631363,0.00015394482761621475,2.337357219233462e-07,2.2407786375392395e-12,3.160456249905673e-11,2.6483260452219932e-11,5.591636778217345e-08,6.028051132785623e-08,7.122507651374683e-09,3.211906303060225e-09,2.8443197936348415e-05,-0.0006201351061463356,0.0007428880780935287,1.5677379500120878
SDOMTFLOW,-1.8217889368534088,-0.6325728371739388,0.289917029440403,0.0004192069172859192,0.00012540072202682495,-0.004593990743160248,-0.1454937979578972,0.00010335445404052734,-0.0012803301215171814,0.0001927688717842102,0.00016591697931289673,0.00015810877084732056,0.00015313178300857544,2.2641805732516772e-07,2.1862861953277186e-12,3.083341736801654e-11,2.6662799658820586e-11,5.563733847654106e-08,5.996819250237643e-08,7.085605289812924e-09,3.1952651236470807e-09,2.8693427191713672e-05,-0.0006225034594535828,0.0007441714406013489,1.5677348524332047
SDOMTFLOW,-0.034745216369628906,-0.17972571402788162,0.004356998950242996,0.0009162873029708862,-0.0004069022834300995,-0.0012265034019947052,0.09882811829447746,0.00013533979654312134,0.00014679506421089172,6.467103958129883e-05,0.00015040114521980286,0.00012424960732460022,0.00011594220995903015,2.1715589232987173e-07,1.7697278486689692e-12,2.4960016801680324e-11,2.0124757520914448e-11,4.2388971791787464e-08,4.569607835589786e-08,5.3989166590974126e-09,2.4348088439093523e-09,2.1275157624015574e-05,0.000505451112985611,-0.0003811977803707123,-0.9147247932851315
SDOMTFLOW,-0.03474641591310501,-0.17972789704799652,0.004356160759925842,0.0009139999747276306,-0.0004072636365890503,-0.0012299567461013794,0.09882592409849167,0.00013437867164611816,0.00014723092317581177,6.27562403678894e-05,0.0001506507396697998,0.0001225098967552185,0.0001126602292060852,2.1480340095473672e-07,1.7447464267987002e-12,2.460076846754112e-11,1.965667900598475e-11,4.137092922618811e-08,4.459570356672231e-08,5.2692525805705186e-09,2.3761779424251396e-09,2.056558401319228e-05,0.0005017966032028198,-0.000382840633392334,-0.9147269502282143
SDOMTFLOW,-0.5000414904206991,-0.1746484860777855,-0.014415271580219269,-0.00015311501920223236,-0.0002664346247911453,0.003048613667488098,0.14694491028785706,0.00013989582657814026,0.0001816432923078537,2.2293999791145325e-05,-0.00011487305164337158,6.00181519985199e-05,6.469525396823883e-05,1.6833245876424235e-07,1.1088731578085453e-12,1.5634270713950332e-11,1.278999992472937e-11,2.716598930306606e-08,2.9278307820783328e-08,3.458265888146391e-09,1.5597485896196004e-09,1.3609494259936528e-05,0.0005095042288303375,-0.00018917210400104523,-6.0874327942729
SDOMTFLOW,-0.5000415146350861,-0.17464741691946983,-0.014416061341762543,-0.00015252083539962769,-0.00026543810963630676,0.003049161285161972,0.14694592729210854,0.00014138966798782349,0.00018311291933059692,2.380087971687317e-05,-0.00011290609836578369,6.113201379776001e-05,6.65709376335144e-05,1.7285884923734245e-07,1.141349006239895e-12,1.6094944763115907e-11,1.2818804756417352e-11,2.784905856858693e-08,3.001983237424669e-08,3.546497279437079e-09,1.5995366777039478e-09,1.340534121306629e-05,0.0005088299512863159,-0.00018675625324249268,-6.08743254467845
SDOMTFLOW,-0.07999064028263092,-0.007510658353567123,-0.0038162022829055786,-0.0016293004155158997,-0.000735994428396225,0.32979870215058327,0.14479858055710793,0.00018062442541122437,0.00013346225023269653,7.024779915809631e-05,6.569549441337585e-05,3.489851951599121e-05,8.325278759002686e-05,1.3875388265226987e-07,1.0408742765199119e-12,1.4678081721144474e-11,1.174517012077441e-11,2.4452360239131283e-08,2.6353901750498098e-08,3.1144009743325316e-09,1.404682152608918e-09,1.2396626679398407e-05,0.0006150119006633759,-0.0007383301854133606,-0.5287984982132912
SDOMTFLOW,-0.07998942956328392,-0.007502611726522446,-0.0038229860365390778,-0.0016328506171703339,-0.0007289759814739227,0.3298146054148674,0.1447938308119774,0.0001797303557395935,0.00013686716556549072,7.06017017364502e-05,7.339194416999817e-05,4.000216722488403e-05,8.754432201385498e-05,1.2927617525349293e-07,1.0784287656611515e-12,1.5205340590861713e-11,1.2843027001245881e-11,2.4387437578909885e-08,2.6288385524890896e-08,3.10560422545011e-09,1.400239215554634e-09,1.4184383569005153e-05,0.0006168372929096222,-0.0007374584674835205,-0.5287975743412971
SDOMTFLOW,0.01852569170296192,-0.07555891759693623,-0.0017330236732959747,-0.002251768484711647,-0.0008004419505596161,3.018788993358612e-05,0.39801799319684505,0.0001362878829240799,0.00015824101865291595,6.308779120445251e-05,6.688013672828674e-05,6.61071389913559e-05,5.825236439704895e-05,1.2224641372282114e-07,1.005955190125426e-12,1.4185663745901945e-11,1.1563175956927618e-11,2.493099219161456e-08,2.6869097524591117e-08,3.1747466716659437e-09,1.431657127581357e-09,1.2445892779250774e-05,0.0007504820823669434,-0.0010073650628328323,-0.6538976822048426
SDOMTFLOW,0.01852395385503769,-0.07554536685347557,-0.0017088651657104492,-0.0022259168326854706,-0.0007781982421875,5.7116150856018066e-05,0.39804214984178543,0.00015482306480407715,0.00016697123646736145,8.190050721168518e-05,8.577480912208557e-05,7.36042857170105e-05,8.176639676094055e-05,1.1965682570385706e-07,1.2039398214752943e-12,1.6977580756475157e-11,1.523971992873906e-11,3.393244996465145e-08,3.656847692471229e-08,4.32025931113488e-09,1.9484659127886146e-09,1.4645854518701422e-05,0.0007749348878860474,-0.0009797364473342896,-0.6538963615894318
SINNOVPATEU,28.0329384743236,-191219.61889643408,19.44341600080952,64.9652315559797,22.843738292343915,52.58785696933046,82.3012847523205,-19.5410026749596,0.0013553444296121597,-0.00014192378148436546,-0.0028915489092469215,-7.217749953269958e-05,-3.505311906337738e-05,-0.0021818485835501727,-1.103197433663844e-12,-1.555694328426897e-11,-1.3591379801775967e-11,-2.0208386660456502e-08,-2.1783586637472783e-08,-2.5738627473799324e-09,-1.1606875536210813e-09,-0.002195067382811359,-13.280530800111592,67.92915219347924,-231108.6136150346
