,baseline,variation,lambda,USA,EUR,JAP,CHN,BRA,IND,ROW
676,501,2.0,0.676,0.01,11.999999015677403,0.01,12.0,12.0,12.0,12.0
677,501,2.0,0.677,0.01,11.999999015677403,0.01,12.0,12.0,12.0,12.0
678,501,2.0,0.678,0.01,11.999999015677403,0.01,12.0,12.0,12.0,12.0
679,501,2.0,0.679,0.01,11.999999012736213,0.01,12.0,12.0,12.0,12.0
680,501,2.0,0.68,0.01,11.999999012740115,0.01,12.0,12.0,12.0,12.0
681,501,2.0,0.681,0.01,11.999998999690868,0.01,12.0,12.0,12.0,12.0
682,501,2.0,0.682,0.01,11.999999001519692,0.01,12.0,11.999999998171177,12.0,12.0
683,501,2.0,0.683,0.01,11.999999001519692,0.01,12.0,11.999999998171177,12.0,12.0
684,501,2.0,0.684,0.01,11.999998979315231,0.01,12.0,11.999999998171177,12.0,12.0
685,501,2.0,0.685,0.01,11.999998934906316,0.01,12.0,12.0,12.0,12.0
686,501,2.0,0.686,0.01,11.999998890497398,0.01,12.0,12.0,12.0,12.0
687,501,2.0,0.687,0.01,11.999998890497398,0.01,12.0,11.999999993210082,12.0,12.0
688,501,2.0,0.6880000000000001,0.01,11.999998823884022,0.01,12.0,11.999999993210082,12.0,12.0
689,501,2.0,0.6890000000000001,0.01,11.999998823884022,0.01,12.0,11.999999993218587,12.0,12.0
690,501,2.0,0.6900000000000001,0.01,11.999998801679563,0.01,12.0,11.999999993218587,12.0,12.0
691,501,2.0,0.6910000000000001,0.01,11.99999881048444,0.01,12.0,11.999999993218587,12.0,12.0
692,501,2.0,0.6920000000000001,0.01,11.999998816463398,0.01,12.0,11.99999998723963,12.0,12.0
693,501,2.0,0.6930000000000001,0.01,11.999998838667857,0.01,12.0,12.0,12.0,12.0
694,501,2.0,0.6940000000000001,0.01,11.999998834773814,0.01,12.0,12.0,12.0,12.0
695,501,2.0,0.6950000000000001,0.01,11.999998834761566,0.01,12.0,12.0,12.0,12.0
696,501,2.0,0.6960000000000001,0.01,11.999998856966023,0.01,12.0,12.0,12.0,12.0
697,501,2.0,0.6970000000000001,0.01,11.999998856966023,0.01,12.0,12.0,12.0,12.0
698,501,2.0,0.6980000000000001,0.01,11.999998856965512,0.01,12.0,12.0,12.0,12.0
699,501,2.0,0.6990000000000001,0.01,11.999998856965512,0.01,12.0,12.0,12.0,12.0
700,501,2.0,0.7000000000000001,0.01,11.999998856965512,0.01,12.0,12.0,12.0,12.0
701,501,2.0,0.7010000000000001,0.01,11.999998856965512,0.01,12.0,12.0,12.0,12.0
702,501,2.0,0.7020000000000001,0.01,11.999998856965512,0.01,12.0,12.0,12.0,12.0
703,501,2.0,0.7030000000000001,0.01,11.999998856965512,0.01,12.0,12.0,12.0,12.0
704,501,2.0,0.704,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
705,501,2.0,0.705,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
706,501,2.0,0.706,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
707,501,2.0,0.707,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
708,501,2.0,0.708,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
709,501,2.0,0.709,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
710,501,2.0,0.71,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
711,501,2.0,0.711,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
712,501,2.0,0.712,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
713,501,2.0,0.713,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
714,501,2.0,0.714,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
715,501,2.0,0.715,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
716,501,2.0,0.716,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
717,501,2.0,0.717,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
718,501,2.0,0.718,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
719,501,2.0,0.719,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
720,501,2.0,0.72,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
721,501,2.0,0.721,0.01,11.999998856965224,0.01,12.0,12.0,12.0,12.0
722,501,2.0,0.722,0.01,11.999998856965185,0.01,12.0,12.0,12.0,12.0
723,501,2.0,0.723,0.01,11.999998856965185,0.01,12.0,12.0,12.0,12.0
724,501,2.0,0.724,0.01,11.999998856965185,0.01,12.0,12.0,12.0,12.0
725,501,2.0,0.725,0.01,11.999998856965185,0.01,12.0,12.0,12.0,12.0
726,501,2.0,0.726,0.01,11.999998856965185,0.01,12.0,12.0,12.0,12.0
727,501,2.0,0.727,0.01,11.999998856965185,0.01,12.0,12.0,12.0,12.0
728,501,2.0,0.728,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
729,501,2.0,0.729,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
730,501,2.0,0.73,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
731,501,2.0,0.731,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
732,501,2.0,0.732,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
733,501,2.0,0.733,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
734,501,2.0,0.734,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
735,501,2.0,0.735,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
736,501,2.0,0.736,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
737,501,2.0,0.737,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
738,501,2.0,0.738,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
739,501,2.0,0.739,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
740,501,2.0,0.74,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
741,501,2.0,0.741,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
742,501,2.0,0.742,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
743,501,2.0,0.743,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
744,501,2.0,0.744,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
745,501,2.0,0.745,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
746,501,2.0,0.746,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
747,501,2.0,0.747,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
748,501,2.0,0.748,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
749,501,2.0,0.749,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
750,501,2.0,0.75,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
751,501,2.0,0.751,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
752,501,2.0,0.752,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
753,501,2.0,0.753,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
754,501,2.0,0.754,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
755,501,2.0,0.755,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
756,501,2.0,0.756,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
757,501,2.0,0.757,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
758,501,2.0,0.758,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
759,501,2.0,0.759,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
760,501,2.0,0.76,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
761,501,2.0,0.761,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
762,501,2.0,0.762,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
763,501,2.0,0.763,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
764,501,2.0,0.764,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
765,501,2.0,0.765,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
766,501,2.0,0.766,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
767,501,2.0,0.767,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
768,501,2.0,0.768,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
769,501,2.0,0.769,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
770,501,2.0,0.77,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
771,501,2.0,0.771,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
772,501,2.0,0.772,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
773,501,2.0,0.773,0.01,11.999998856965169,0.01,12.0,12.0,12.0,12.0
774,501,2.0,0.774,0.01,12.0,0.01,12.0,12.0,12.0,12.0
775,501,2.0,0.775,0.01,12.0,0.01,12.0,12.0,12.0,12.0
776,501,2.0,0.776,0.01,12.0,0.01,12.0,11.999999992347671,12.0,12.0
777,501,2.0,0.777,0.01,11.999999997852484,0.01,12.0,11.999999990200156,11.999999993557452,12.0
778,501,2.0,0.778,0.01,12.0,0.01,12.0,11.999999984945106,11.999999993557452,11.999999997372475
779,501,2.0,0.779,0.01,12.0,0.01,12.0,12.0,12.0,12.0
780,501,2.0,0.78,0.01,11.999999999969932,0.01,11.999999999969932,11.999999999969932,11.999999999939869,12.0
781,501,2.0,0.781,0.01,11.999999999992488,0.01,11.999999999969932,12.0,12.0,12.0
782,501,2.0,0.782,0.01,12.0,0.01,12.0,12.0,11.999999994955582,12.0
783,501,2.0,0.783,0.01,12.0,0.01,12.0,12.0,12.0,12.0
784,501,2.0,0.784,0.01,11.9999999994292,0.01,11.9999999994292,11.9999999994292,11.999999998858405,12.0
785,501,2.0,0.785,0.01,11.9999999994292,0.01,11.9999999994292,11.9999999994292,11.999999998858405,12.0
786,501,2.0,0.786,0.01,11.999999999429477,0.01,11.999999999429477,11.999999999429477,11.99999999885895,12.0
787,501,2.0,0.787,0.01,11.999999999429477,0.01,11.999999999429477,11.999999999429477,11.99999999885895,12.0
788,501,2.0,0.788,0.01,11.999999999453587,0.01,12.0,11.999999999429477,11.999999998907176,12.0
789,501,2.0,0.789,0.01,12.0,0.01,12.0,11.999999991766106,11.999999991243806,12.0
790,501,2.0,0.79,0.01,12.0,0.01,12.0,11.999999992743806,11.999999991243806,12.0
791,501,2.0,0.791,0.01,12.0,0.01,12.0,12.0,11.99999999124321,12.0
792,501,2.0,0.792,0.01,11.99999998984116,0.01,12.0,11.99999998476174,11.99999997600495,11.99999999492058
793,501,2.0,0.793,0.01,11.999999977541368,0.01,12.0,11.999999978611845,12.0,11.99999999632741
794,501,2.0,0.794,0.01,11.999999999745826,0.01,12.0,11.999999978611845,12.0,12.0
795,501,2.0,0.795,0.01,11.999999999766075,0.01,12.0,11.999999976842942,12.0,12.0
796,501,2.0,0.796,0.01,12.0,0.01,12.0,12.0,12.0,12.0
797,501,2.0,0.797,0.01,11.999999999408992,0.01,12.0,11.999999999408992,11.999999998817984,12.0
798,501,2.0,0.798,0.01,12.0,0.01,12.0,12.0,12.0,12.0
799,501,2.0,0.799,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
800,501,2.0,0.8,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
801,501,2.0,0.801,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
802,501,2.0,0.802,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
803,501,2.0,0.803,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
804,501,2.0,0.804,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
805,501,2.0,0.805,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
806,501,2.0,0.806,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
807,501,2.0,0.807,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
808,501,2.0,0.808,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
809,501,2.0,0.809,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
810,501,2.0,0.81,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
811,501,2.0,0.811,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
812,501,2.0,0.812,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
813,501,2.0,0.8130000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
814,501,2.0,0.8140000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
815,501,2.0,0.8150000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
816,501,2.0,0.8160000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
817,501,2.0,0.8170000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
818,501,2.0,0.8180000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
819,501,2.0,0.8190000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
820,501,2.0,0.8200000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
821,501,2.0,0.8210000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
822,501,2.0,0.8220000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
823,501,2.0,0.8230000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
824,501,2.0,0.8240000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
825,501,2.0,0.8250000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
826,501,2.0,0.8260000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
827,501,2.0,0.8270000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
828,501,2.0,0.8280000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
829,501,2.0,0.8290000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
830,501,2.0,0.8300000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
831,501,2.0,0.8310000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
832,501,2.0,0.8320000000000001,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
833,501,2.0,0.833,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
834,501,2.0,0.834,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
835,501,2.0,0.835,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
836,501,2.0,0.836,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
837,501,2.0,0.837,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
838,501,2.0,0.838,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
839,501,2.0,0.839,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
840,501,2.0,0.84,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
841,501,2.0,0.841,0.01,12.0,0.01,12.0,11.999999992832535,12.0,12.0
842,501,2.0,0.842,0.01,12.0,0.01,12.0,11.999999992832764,12.0,12.0
843,501,2.0,0.843,0.01,12.0,0.01,12.0,11.999999992832764,12.0,12.0
844,501,2.0,0.844,0.01,12.0,0.01,12.0,11.999999992832764,12.0,12.0
845,501,2.0,0.845,0.01,12.0,0.01,12.0,11.999999992832764,12.0,12.0
846,501,2.0,0.846,0.01,12.0,0.01,12.0,11.999999992832764,12.0,12.0
847,501,2.0,0.847,0.01,12.0,0.01,12.0,12.0,12.0,12.0
848,501,2.0,0.848,0.01,12.0,0.01,12.0,11.999999989999454,11.999999989999454,12.0
849,501,2.0,0.849,0.01,12.0,0.01,12.0,11.999999989999454,12.0,12.0
850,501,2.0,0.85,0.01,12.0,0.01,11.999999999989052,11.99999998997756,12.0,12.0
851,501,2.0,0.851,0.01,12.0,0.01,11.999999999994523,11.999999994986046,12.0,12.0
852,501,2.0,0.852,0.01,12.0,0.01,12.0,12.0,12.0,12.0
853,501,2.0,0.853,0.01,12.0,0.01,11.999999993638648,11.999999987277295,11.999999987277295,12.0
854,501,2.0,0.854,0.01,12.0,0.01,12.0,12.0,12.0,11.999999997244297
855,501,2.0,0.855,0.01,12.0,0.01,12.0,12.0,12.0,12.0
856,501,2.0,0.856,0.01,11.999999999576255,0.01,12.0,11.999999999576255,11.999999999152514,12.0
857,501,2.0,0.857,0.01,11.999999999576255,0.01,12.0,11.99999999957937,11.999999999152514,12.0
858,501,2.0,0.858,0.01,11.999999999576284,0.01,12.0,11.999999999579396,11.999999999152568,12.0
859,501,2.0,0.859,0.01,11.999999999576298,0.01,12.0,11.99999999957941,11.999999999152596,12.0
860,501,2.0,0.86,0.01,11.999999999576298,0.01,12.0,11.99999999957941,11.999999999152596,12.0
861,501,2.0,0.861,0.01,11.999999999576298,0.01,12.0,11.99999999957941,11.999999999152596,12.0
862,501,2.0,0.862,0.01,11.999999999576298,0.01,12.0,11.99999999957941,11.999999999152596,12.0
863,501,2.0,0.863,0.01,11.999999999576298,0.01,12.0,11.99999999957941,11.999999999152596,12.0
864,501,2.0,0.864,0.01,11.999999999576298,0.01,12.0,11.99999999957941,11.999999999152596,12.0
865,501,2.0,0.865,0.01,11.999999999576298,0.01,12.0,11.99999999957941,11.999999999152596,12.0
866,501,2.0,0.866,0.01,11.999999999576312,0.01,12.0,11.999999999579424,11.999999999152626,12.0
867,501,2.0,0.867,0.01,11.999999999576312,0.01,12.0,11.999999999579424,11.999999999152626,12.0
868,501,2.0,0.868,0.01,11.999999999576312,0.01,12.0,11.999999999579424,11.999999999152626,12.0
869,501,2.0,0.869,0.01,12.0,0.01,12.0,11.999999999579424,12.0,12.0
870,501,2.0,0.87,0.01,12.0,0.01,12.0,12.0,12.0,12.0
871,501,2.0,0.871,0.01,11.999999993884316,0.01,12.0,11.999999993884316,11.999999987768632,12.0
872,501,2.0,0.872,0.01,11.999999987174334,0.01,12.0,11.99999999573242,12.0,12.0
873,501,2.0,0.873,0.01,11.999999989989831,0.01,12.0,12.0,11.999999990251329,11.999999990251329
874,501,2.0,0.874,0.01,12.0,0.01,12.0,12.0,11.999999995125664,12.0
875,501,2.0,0.875,0.01,12.0,0.01,12.0,12.0,12.0,12.0
876,501,2.0,0.876,0.01,12.0,0.01,12.0,11.999999999118169,11.999999999118169,12.0
877,501,2.0,0.877,0.01,12.0,0.01,12.0,11.999999999118169,12.0,12.0
878,501,2.0,0.878,0.01,12.0,0.01,12.0,11.999999999118169,12.0,12.0
879,501,2.0,0.879,0.01,12.0,0.01,12.0,12.0,12.0,12.0
880,501,2.0,0.88,0.01,12.0,0.01,12.0,11.999999955591084,12.0,12.0
881,501,2.0,0.881,0.01,12.0,0.01,11.999999999668356,11.999999956254372,12.0,12.0
882,501,2.0,0.882,0.01,11.999999993919849,0.01,12.0,12.0,12.0,12.0
883,501,2.0,0.883,0.01,11.999999990025804,0.01,12.0,12.0,12.0,12.0
884,501,2.0,0.884,0.01,12.0,0.01,12.0,12.0,12.0,12.0
885,501,2.0,0.885,0.01,12.0,0.01,12.0,11.9999999860919,11.9999999860919,12.0
886,501,2.0,0.886,0.01,12.0,0.01,12.0,11.9999999860919,12.0,12.0
887,501,2.0,0.887,0.01,12.0,0.01,12.0,11.999999986084632,12.0,12.0
888,501,2.0,0.888,0.01,12.0,0.01,12.0,11.999999986084449,12.0,12.0
889,501,2.0,0.889,0.01,12.0,0.01,12.0,11.999999957656726,12.0,12.0
890,501,2.0,0.89,0.01,12.0,0.01,12.0,12.0,12.0,12.0
891,501,2.0,0.891,0.01,12.0,0.01,12.0,12.0,12.0,12.0
892,501,2.0,0.892,0.01,12.0,0.01,11.999999993547055,11.999999987094112,11.999999987094112,12.0
893,501,2.0,0.893,0.01,12.0,0.01,12.0,11.999999987094112,11.999999987094112,12.0
894,501,2.0,0.894,0.01,12.0,0.01,12.0,11.999999987094112,12.0,12.0
895,501,2.0,0.895,0.01,12.0,0.01,12.0,12.0,12.0,12.0
896,501,2.0,0.896,0.01,12.0,0.01,12.0,11.999999996549716,11.999999996549716,12.0
897,501,2.0,0.897,0.01,12.0,0.01,12.0,12.0,11.999999996549716,12.0
898,501,2.0,0.898,0.01,12.0,0.01,11.9999999963004,12.0,11.999999992850118,12.0
899,501,2.0,0.899,0.01,12.0,0.01,12.0,12.0,12.0,12.0
900,501,2.0,0.9,0.01,11.999999994566984,0.01,12.0,11.999999989133968,11.999999989133968,12.0
901,501,2.0,0.901,0.01,11.999999994566984,0.01,12.0,11.999999989133968,11.999999966929508,12.0
902,501,2.0,0.902,0.01,12.0,0.01,12.0,11.99999994472505,11.999999966929508,12.0
903,501,2.0,0.903,0.01,12.0,0.01,12.0,11.99999994472505,12.0,12.0
904,501,2.0,0.904,0.01,12.0,0.01,12.0,12.0,12.0,12.0
905,501,2.0,0.905,0.01,12.0,0.01,12.0,12.0,12.0,12.0
906,501,2.0,0.906,0.01,12.0,0.01,11.999999997504093,12.0,11.999999997504093,12.0
907,501,2.0,0.907,0.01,11.999999993356932,0.01,11.999999997504093,12.0,12.0,12.0
908,501,2.0,0.908,0.01,11.999999994527794,0.01,11.999999997944004,12.0,12.0,12.0
909,501,2.0,0.909,0.01,12.0,0.01,11.999999998105542,12.0,12.0,12.0
910,501,2.0,0.91,0.01,12.0,0.01,12.0,12.0,12.0,12.0
911,501,2.0,0.911,0.01,12.0,0.01,11.999999998529184,11.999999998529184,12.0,12.0
912,501,2.0,0.912,0.01,12.0,0.01,12.0,11.999999998529184,12.0,12.0
913,501,2.0,0.913,0.01,12.0,0.01,12.0,11.999999998529184,12.0,12.0
914,501,2.0,0.914,0.01,12.0,0.01,12.0,12.0,12.0,12.0
915,501,2.0,0.915,0.01,11.999999997539623,0.01,12.0,11.999999992618868,12.0,12.0
916,501,2.0,0.916,0.01,12.0,0.01,12.0,12.0,12.0,12.0
917,501,2.0,0.917,0.01,12.0,0.01,12.0,12.0,12.0,12.0
918,501,2.0,0.918,0.01,12.0,0.01,12.0,12.0,12.0,12.0
919,501,2.0,0.919,0.01,12.0,0.01,12.0,11.999999990287789,12.0,12.0
920,501,2.0,0.92,0.01,11.999999994492912,0.01,12.0,11.9999999847807,12.0,12.0
921,501,2.0,0.921,0.01,12.0,0.01,12.0,11.99999994037178,12.0,12.0
922,501,2.0,0.922,0.01,12.0,0.01,12.0,12.0,12.0,12.0
923,501,2.0,0.923,0.01,12.0,0.01,12.0,11.999999978437527,12.0,12.0
924,501,2.0,0.924,0.01,12.0,0.01,12.0,11.999999978435811,12.0,12.0
925,501,2.0,0.925,0.01,12.0,0.01,12.0,11.999999978435811,12.0,12.0
926,501,2.0,0.926,0.01,12.0,0.01,12.0,11.999999978435811,12.0,12.0
927,501,2.0,0.927,0.01,12.0,0.01,12.0,12.0,12.0,12.0
928,501,2.0,0.928,0.01,12.0,0.01,12.0,11.999999993125796,11.999999986251591,12.0
929,501,2.0,0.929,0.01,12.0,0.01,12.0,11.999999985344916,11.999999986251591,12.0
930,501,2.0,0.93,0.01,12.0,0.01,12.0,11.999999985344916,12.0,12.0
931,501,2.0,0.931,0.01,11.999999998866128,0.01,12.0,11.99999998609328,12.0,11.999999997732257
932,501,2.0,0.932,0.01,11.999999998866178,0.01,12.0,12.0,12.0,12.0
933,501,2.0,0.933,0.01,11.999999999443228,0.01,12.0,12.0,12.0,12.0
934,501,2.0,0.934,0.01,11.999999999443228,0.01,12.0,12.0,12.0,12.0
935,501,2.0,0.935,0.01,12.0,0.01,12.0,12.0,12.0,12.0
936,501,2.0,0.936,0.01,12.0,0.01,12.0,11.999999986481104,12.0,12.0
937,501,2.0,0.937,0.01,12.0,0.01,12.0,12.0,12.0,12.0
938,501,2.0,0.938,0.01,12.0,0.01,12.0,12.0,12.0,12.0
939,501,2.0,0.939,0.01,12.0,0.01,12.0,11.999999980678338,11.999999993559443,12.0
940,501,2.0,0.94,0.01,11.999999986417228,0.01,12.0,11.999999986588,12.0,12.0
941,501,2.0,0.941,0.01,11.999999986417228,0.01,12.0,11.999999986588,12.0,12.0
942,501,2.0,0.942,0.01,12.0,0.01,12.0,12.0,12.0,12.0
943,501,2.0,0.943,0.01,12.0,0.01,12.0,11.999999985734611,11.99999999048974,12.0
944,501,2.0,0.944,0.01,12.0,0.01,12.0,11.999999985677034,11.99999999048974,12.0
945,501,2.0,0.945,0.01,12.0,0.01,12.0,11.999999985677034,11.99999999048974,12.0
946,501,2.0,0.946,0.01,12.0,0.01,12.0,11.99999998525705,12.0,12.0
947,501,2.0,0.947,0.01,12.0,0.01,12.0,12.0,12.0,12.0
948,501,2.0,0.948,0.01,12.0,0.01,12.0,12.0,12.0,12.0
949,501,2.0,0.949,0.01,12.0,0.01,12.0,12.0,11.999999988775954,12.0
950,501,2.0,0.95,0.01,12.0,0.01,12.0,12.0,12.0,12.0
951,501,2.0,0.951,0.01,12.0,0.01,12.0,12.0,11.99999999805478,12.0
952,501,2.0,0.952,0.01,12.0,0.01,12.0,12.0,11.99999999808533,12.0
953,501,2.0,0.953,0.01,12.0,0.01,12.0,12.0,11.99999999808533,12.0
954,501,2.0,0.954,0.01,12.0,0.01,12.0,12.0,12.0,12.0
955,501,2.0,0.955,0.01,12.0,0.01,12.0,11.999999997185194,11.999999997185194,12.0
956,501,2.0,0.956,0.01,12.0,0.01,12.0,11.999999991194812,11.999999991194812,12.0
957,501,2.0,0.957,0.01,12.0,0.01,12.0,11.999999991195004,11.999999991195004,12.0
958,501,2.0,0.958,0.01,12.0,0.01,12.0,11.999999991195033,11.999999991195033,12.0
959,501,2.0,0.959,0.01,12.0,0.01,12.0,11.999999991195033,11.999999991195033,12.0
960,501,2.0,0.96,0.01,12.0,0.01,12.0,11.999999991195033,11.999999991195033,12.0
961,501,2.0,0.961,0.01,12.0,0.01,12.0,11.999999993076845,11.999999993076845,12.0
962,501,2.0,0.962,0.01,12.0,0.01,12.0,11.99999999308279,11.99999999308279,12.0
963,501,2.0,0.963,0.01,12.0,0.01,12.0,11.99999999304508,11.999999993094535,12.0
964,501,2.0,0.964,0.01,12.0,0.01,12.0,12.0,12.0,12.0
965,501,2.0,0.965,0.01,12.0,0.01,11.999999999888296,12.0,11.999999999888296,12.0
966,501,2.0,0.966,0.01,11.999999998029018,0.01,12.0,12.0,12.0,12.0
967,501,2.0,0.967,0.01,12.0,0.01,12.0,12.0,12.0,12.0
968,501,2.0,0.968,0.01,12.0,0.01,11.999999998398982,11.999999995196948,12.0,12.0
969,501,2.0,0.969,0.01,12.0,0.01,11.999999998398982,11.999999972992487,12.0,12.0
970,501,2.0,0.97,0.01,12.0,0.01,12.0,12.0,12.0,12.0
971,501,2.0,0.971,0.01,12.0,0.01,12.0,12.0,12.0,12.0
972,501,2.0,0.972,0.01,12.0,0.01,12.0,11.99999999562065,11.9999999912413,12.0
973,501,2.0,0.973,0.01,11.999999995943424,0.01,11.999999997971711,12.0,11.999999989213013,12.0
974,501,2.0,0.974,0.01,12.0,0.01,12.0,11.999999998058716,12.0,11.999999999029358
975,501,2.0,0.975,0.01,11.999999971645437,0.01,12.0,12.0,11.999999971645437,11.99999999944252
976,501,2.0,0.976,0.01,11.999999971645076,0.01,12.0,12.0,11.999999971645316,11.999999999442524
977,501,2.0,0.977,0.01,12.0,0.01,12.0,12.0,12.0,11.999999999455229
978,501,2.0,0.978,0.01,12.0,0.01,12.0,12.0,12.0,11.999999999455229
979,501,2.0,0.979,0.01,12.0,0.01,12.0,12.0,12.0,12.0
980,501,2.0,0.98,0.01,12.0,0.01,12.0,11.999999993210082,12.0,12.0
