,baseline,variation,aggregation_method,USA,EUR,JAP,CHN,BRA,IND,ROW,Equal,Negishi,CAN,KOR,RUS,MEX,ZAF
109,1030,99.6,negishi,1.1793224418709254,1.141038167006898,1.140458298075052,1.372080349754807,1.366898707747176,1.364136383282179,1.3670703649796492,1.3582859304419956,1.26474883668176,1.1884573748924865,1.1762991372574718,1.3690868360284416,1.3634385292607396,
110,1030,99.6,pop_weighted,1.184166822089422,1.1454896242180397,1.1451990332608817,1.3768382910212011,1.3716059196571673,1.3688830106558691,1.3719496203605976,1.3611477095142852,1.2645840296605464,1.1931718550740251,1.18158014741943,1.3741030905424465,1.1463750098376524,
111,1030,99.8,negishi,1.0487515375602523,1.0531360963015115,1.0535110168345163,1.123625450864361,1.1161643503466985,1.1136079655394526,1.1125334525950314,1.111578773944908,1.085860450945944,1.069950106820375,1.0679088278185491,1.1152423249767032,1.0466917358479686,
112,1030,99.8,pop_weighted,1.048751779834825,1.053136118463691,1.053511176687439,1.1236292481091674,1.1161617525958305,1.1136088909363988,1.1125334795116693,1.1115773795397803,1.085858787071084,1.0699501199663322,1.0679087004769583,1.1152423125044748,1.0466914706399943,
113,1030,99.9,negishi,0.9926986197163108,0.9969302564820524,0.9982357592656996,1.0757250845215025,1.0669706421481384,1.064492367075959,1.0621017452003276,1.0621296731555736,1.0347253079431444,1.0122872664873124,1.01172256138207,1.065652408406695,1.062978541281189,
114,1030,99.9,pop_weighted,0.99384909787938,0.9979408339444852,0.9993455784579056,1.0766878935790658,1.0679152106492225,1.0654533953923977,1.063093567091472,1.0625469892632875,1.034196609929844,1.013328868246056,1.0129628818741323,1.066691739419236,0.9931230734069948,
115,1030,99.0,pop_weighted,1.0004411812304574,1.0041303847808003,1.0044177704486867,1.0596766709595484,1.051350686585164,1.0488768922378773,1.046438788695009,1.046903505472041,1.0287764288462844,1.0155310292442516,1.015453945497535,1.0497102816480066,0.9989924959148536,
116,1030,99.10,negishi,1.028759628382364,1.0337724100932757,1.0348428160783152,1.1154594457246698,1.1076780594775204,1.1052317324078955,1.103752873799427,1.1025029171573402,1.075927954565583,1.0514853233949224,1.0499741724147766,1.1067906838872024,1.1044677619323495,
117,1030,99.0,negishi,0.9994603068646312,1.0032871331156588,1.0034971714403542,1.0589131467602186,1.0505776482964175,1.048089024991942,1.0456127632936996,1.046480306715928,1.0290088475015844,1.0146452075225232,1.014425892063451,1.0488621305022436,1.0477531214058369,
118,1030,99.10,pop_weighted,1.0488762258470334,1.0582037373362747,1.061149732833376,0.9949228201251286,1.1296980107226813,1.1280411203594256,1.1271632554987985,1.1062531882597149,1.0599128126534596,1.075654219527742,1.0835024899887309,1.041706089424269,1.049680517471698,
119,1030,99.11,negishi,1.0096888278043052,1.0131683505174796,1.0140882542902914,1.0834436794176383,1.0750290239342744,1.072501884003289,1.0704767828271322,1.0706325145122886,1.046790896208786,1.0274527861175118,1.0262513692045698,1.0736665691083327,1.0719620711118312,
120,1030,99.11,pop_weighted,1.011839872279047,1.0153530270006943,1.0162794753502378,1.0853999253054316,1.0769220431822362,1.0744248309042668,1.0724854813538585,1.071422277284941,1.0451738879386627,1.0295141448755645,1.0287241467303585,1.001544480773639,1.0096621131504315,
121,1030,99.12,negishi,1.073131638168292,1.0781390844141063,1.0793039737126329,1.1813264537333612,1.1732669545270868,1.1707503642910442,1.1698217742054011,1.1673621624907298,1.127048597482506,1.100518563847637,1.0986550522260083,1.1729626170149443,1.070870484586733,
122,1030,99.12,pop_weighted,1.1021707510025165,1.1127560957546463,1.116338227683573,1.0315814138319457,1.2053237788107876,1.203800368934086,1.203604421626337,1.1758203788748534,1.115203333771884,1.1348283600711415,1.1443267019778551,1.0913938723256256,1.1020960585902018,
123,1030,99.13,negishi,0.9976246945909876,1.0012667404758386,1.00171988583866,1.05900815431764,1.0503811872627735,1.0478314438138092,1.0454032995341622,1.0462320854803413,1.028051511497459,1.0128005596179916,1.0121986781842074,1.0486612702162137,1.0474212474660922,
124,1030,99.13,pop_weighted,0.9991320720703444,1.0027944690134984,1.0032457998170248,1.060341515027979,1.0516585175697843,1.0491266895997544,1.0467676082555664,1.0466358557498534,1.026571883067827,1.014227458232957,1.01396012567421,0.991670082686047,0.997606759518222,
125,1030,99.6,negishi,1.1164723957709155,1.108781815560578,1.111241928554382,1.277457893468404,1.2714915572529597,1.2687020417622794,1.2701164174502728,1.2632466016903308,1.1925148614115222,1.1417714780211583,1.134787438028716,1.2727130488431544,1.1099763541173049,
126,1030,99.6,pop_weighted,1.1614571530853408,1.1607490108325191,1.1676614049007297,1.0487404730370848,1.3207904420752803,1.3195647385603466,1.3221677723855727,1.2737676227543084,1.1732481691922076,1.1926085248136864,1.2020497851380163,1.1307778167039797,1.1556712651509502,
127,1030,99.7,negishi,0.997618658633778,1.0011210002620403,1.000672126447762,1.0415260659448369,1.0310453212659083,1.0281012784511172,1.0239633165541489,1.0265169377450274,1.017612105002523,1.0078119297029509,1.0112979797523067,1.0282478207613248,1.027038455669132,
128,1030,99.7,pop_weighted,0.998283700197312,1.0016636189209172,1.0012611977403187,1.0420431701043242,1.0315385972187086,1.0285881881078969,1.0244711753998208,1.026743303257269,1.0173704070236826,1.00839279496443,1.0120019103302718,1.0287707041581344,0.9916768251808592,
129,1030,99.14,negishi,1.0225862024534107,1.0216270668039875,1.0240616371209426,1.1075347806715508,1.0986228701647105,1.0960801872939632,1.0944431461619155,1.0939396303473794,1.0641192046690604,1.036373073915708,1.0338684080455918,1.0975187333900471,1.09530158343223,
130,1030,99.14,pop_weighted,1.041132674086663,1.0438843774726565,1.0482795083283605,0.9854201064425168,1.118599656933029,1.1168568471627025,1.1158606439407697,1.095323862697309,1.0485833307366568,1.0583411056450078,1.0655562962430547,1.0243552137616676,1.0340072035477252,
131,1030,99.15,negishi,1.0149702037488202,1.0223927601857867,1.0226295686100535,1.0909365529656372,1.0834085115541543,1.081003126073989,1.0792078983632056,1.0791369693846342,1.0548316395678834,1.0386862717566354,1.0380234506808337,1.082273861793404,1.080482077303505,
132,1030,99.15,pop_weighted,1.0305787910088515,1.0419540893369552,1.043673211886622,0.986943665814044,1.1007293648359042,1.098980466864626,1.0976869804230658,1.080919854120583,1.0422547061411065,1.0579682477222074,1.0653833412242717,1.0291036472108448,1.034988803243311,
133,1030,20.0,negishi,1.0195605276140427,1.0221533299984047,1.0235712735166194,1.1003753953356297,1.0920670423647654,1.0895762281081651,1.087847818090546,1.087555904966881,1.0602379258736288,1.0379131051416703,1.03625615887191,1.090959854629313,1.088925300770584,
134,1030,20.0,pop_weighted,1.0365401687444435,1.042908472853349,1.0460380158397682,0.9858571116102612,1.110499256805498,1.1087547411012877,1.1076052029597083,1.0887738218381031,1.045680982342761,1.0583541877188536,1.0656682285664218,1.0267791035174725,1.0346422007425382,
135,1030,20.1,negishi,1.0193897006662271,1.0219768879485616,1.0234117594706875,1.1004485088578158,1.092021190749534,1.0895127869140644,1.087760781778604,1.0874874635069625,1.060153110861732,1.037808106535722,1.0361487957090352,1.090885206306227,1.088828613349034,
136,1030,20.1,pop_weighted,1.036920878783409,1.043348882997585,1.046514064393319,0.9873703801321714,1.111158251533244,1.109363196176465,1.108199416707048,1.0895056976405828,1.0464185815692542,1.0589083620228843,1.0662227747632531,1.0272527639960631,1.0351510712453198,
137,1030,20.2,negishi,1.0191907044975896,1.0217724869506146,1.023226589975703,1.100526811069081,1.0919588478719289,1.0894306347335094,1.087655539019084,1.0874036445292432,1.0600498201897406,1.0376830136313304,1.0360270071406965,1.090788275468641,1.088721334869242,
138,1030,20.2,pop_weighted,1.0373205013035651,1.0438162282509194,1.0470224016313217,0.989013568854877,1.1118515631621115,1.110019734423668,1.1088366299672927,1.090293261212219,1.0472096884918476,1.0595031832961912,1.0668176003260583,1.0277569996590366,1.035693685284401,
139,1030,20.3,negishi,1.0189627266061654,1.0215373105803618,1.0230122696574997,1.1005948639661072,1.0918828794068454,1.0893170605413125,1.0875292348415475,1.0873033821779254,1.059934407134686,1.0375357719922853,1.0358776407664376,1.0906771133928486,1.0885933380625898,
140,1030,20.3,pop_weighted,1.037730231737982,1.0443085575260618,1.0475584974405678,0.9907827263573626,1.112581711040942,1.1107073805466492,1.1095123414674104,1.0911311114262865,1.048051956860496,1.0601328510287882,1.067447881601352,1.028287746538507,1.0362651079586351,
141,1030,20.4,negishi,1.018700255180946,1.0212677472358678,1.0227658847859709,1.1006658631713937,1.0918036207440698,1.0891833399334727,1.0873785543913363,1.0871761330312006,1.0597876946907885,1.037362914004222,1.0357046159660273,1.0905428269997948,1.088438001086363,
142,1030,20.4,pop_weighted,1.0381483381340617,1.0448187330698275,1.048116572786825,0.9926701633739036,1.1133521478394486,1.1114406571301154,1.110221000860747,1.0920129019108191,1.0489392698214046,1.0607916713824783,1.0681096041680365,1.028839325841503,1.0368619881375565,
143,1030,20.5,negishi,1.018401714760253,1.0209601798045145,1.0224833513054974,1.10069197976672,1.0916804662463866,1.089030599642372,1.0872000163063509,1.0870234566916708,1.0596163743587412,1.0371603417039206,1.0355047818413374,1.0903783735138388,1.0882551218490464,
144,1030,20.5,pop_weighted,1.0385689087096364,1.0453421052715004,1.048690584282457,0.994667397580184,1.11416090445623,1.112196289556182,1.110955953546409,1.0929348567417063,1.0498623704658798,1.0614757952515776,1.068796323910011,1.029406217799404,1.0374751202959125,
145,1030,20.6,negishi,1.0180625165062596,1.020611822224489,1.0221617137585153,1.1007293858946103,1.0915457456475297,1.0888528084817384,1.086989838093395,1.0868392780340228,1.0594140205038831,1.036924967605381,1.035271263200298,1.0901960730205182,1.0880392843093327,
146,1030,20.6,pop_weighted,1.0389837000785824,1.0458717279359937,1.0492740692292832,0.9967661644051484,1.1149910664690166,1.1129771980820216,1.111709650323587,1.093884961756343,1.0508176717788842,1.062176175946679,1.069500700708087,1.02998162797445,1.0380994309055849,
147,1030,20.7,negishi,1.017680027190381,1.0202181424641046,1.0217968402814277,1.1007522648140822,1.091382894315594,1.0886356504899288,1.086744475174512,1.0866306767926748,1.0591728904847442,1.0366548385119276,1.0350035965166793,1.089963856564908,1.087804006622995,
148,1030,20.7,pop_weighted,1.0393870440285276,1.0463993913439316,1.0498603793085408,0.9989555084039892,1.1158322986726903,1.1137668868612387,1.1124744313802404,1.0948589599906495,1.0517939491633066,1.062885697743494,1.0702160430674648,1.030557672491519,1.038727483135532,
149,1030,20.8,negishi,1.0172500988791022,1.0197760456657698,1.0213857637078936,1.1007370133165697,1.0911783596077018,1.088382815048373,1.086459792013981,1.0863802060932763,1.0589072413802554,1.0363442417841868,1.0346950700402051,1.0897101487797347,1.087508148757982,
150,1030,20.8,pop_weighted,1.0397849946805218,1.04690973259525,1.050432203800369,1.0012147717557949,1.116680039161119,1.1145557793725458,1.1132322319045207,1.095836805282329,1.0527784642278823,1.0635879551111087,1.0709244611454791,1.0311175678383713,1.0393420275505294,
151,1030,20.9,negishi,1.0167698250473516,1.0192820325165717,1.0209244753499074,1.1006945450566286,1.0909344550265816,1.0880925908249788,1.086131713523095,1.0860854435566163,1.0585862989001174,1.035989535207951,1.0343450593336736,1.0894063357148582,1.087187152309487,
152,1030,20.9,pop_weighted,1.0401696839691552,1.0473957727325476,1.0509811849341029,1.003530853094002,1.1175139621519818,1.115320988677678,1.1139742432938908,1.096809923720013,1.053763022885198,1.064274478485407,1.0716178807970371,1.0316558169987406,1.0399367187077675,
153,1030,20.10,negishi,1.0162371477377523,1.0187340859504537,1.0204107026092442,1.1006173443940226,1.0906611531592965,1.0877606886019433,1.085757342007083,1.085752509882481,1.0582222035321218,1.0355899279050815,1.033953070538807,1.089064293440154,1.0868098877803238,
154,1030,20.10,pop_weighted,1.0405260553426037,1.0478555285810471,1.0515070625625462,1.0058952228331275,1.1183411283997455,1.1160814226023184,1.1146981519759296,1.097775249584212,1.0547408365273003,1.064942206145727,1.0722934370597488,1.0321689648205243,1.040509022733923,
155,1030,20.11,negishi,1.015648464524926,1.0181301993745606,1.0198414022982942,1.1005166373765995,1.090336713182574,1.0873766230642572,1.085332886134888,1.0853596063036004,1.0578133998042138,1.0351399147237583,1.0335107908871084,1.0886700215577394,1.0863910071175944,
156,1030,20.11,pop_weighted,1.0408445407802165,1.048282405392317,1.052000994261463,1.0082962204409514,1.1191614378872743,1.1168068631158297,1.115395208262888,1.0987193358277128,1.0557018376097909,1.065585682340698,1.0729448155390022,1.0326509554606993,1.0410499224956151,
157,1030,20.12,negishi,1.0387113712474934,1.0462320900690176,1.0500242798802577,1.0085891478380042,1.117804174342309,1.115383081507786,1.1138226658129575,1.09882250232587,1.0584527237882682,1.0638948629494065,1.070810002229783,1.11838099216772,1.1140718922490724,
158,1030,20.12,pop_weighted,1.0411191139205755,1.0486678955472255,1.05245726437275,1.0107191981003494,1.1199129949232507,1.1175089849509192,1.1160567333278495,1.0996398602410526,1.0566365324563198,1.0661944878447105,1.073562936331265,1.0330937299745144,1.0415522271520332,
159,1030,20.13,negishi,1.0389422789880407,1.0465787903606478,1.050441247702676,1.0110080808929394,1.1185497161033842,1.1160431106420403,1.1144469213081185,1.0997159297956094,1.0593696439512903,1.0644704956151232,1.0713950530640046,1.1190284615435993,1.1146763821228878,
160,1030,20.13,pop_weighted,1.0413458162663665,1.0490080094533467,1.05286943358866,1.0131507351337268,1.1206596355533174,1.1181696943676571,1.1166747045401175,1.1005248809659112,1.0575399328137485,1.0667641032723658,1.0741427363198643,1.0334924401646783,1.042011180453711,
161,1030,20.14,negishi,1.0391206228914678,1.04687499409463,1.0508107546456145,1.013425664079992,1.1192602682575663,1.1166662317116949,1.115022875508758,1.100566014171621,1.0602473589708332,1.065000305366485,1.0719339439047046,1.11963133176244,1.115254484696272,
162,1030,20.14,pop_weighted,1.041516228344127,1.0492962833403778,1.0532287099397613,1.0155787702147314,1.1213581329198308,1.1187729532215536,1.1172412838857484,1.101361015057063,1.0584008358599108,1.0672857009627612,1.0746733423624886,1.0338388374979977,1.0424156664713475,
163,1030,20.15,negishi,1.0392421301813528,1.0471157474445063,1.0511227707078463,1.0158270772386286,1.1199078534042817,1.1172312931850197,1.1155410033066722,1.101365790045187,1.06107630291739,1.0654776478002348,1.0724213055131586,1.1201694024316189,1.115755806462701,
164,1030,20.15,pop_weighted,1.041630314945742,1.0495270627224058,1.05353189667268,1.0179909412804051,1.1219969964979195,1.119326013817977,1.1177497913123695,1.1021488554223264,1.0592156142011222,1.0677552765010363,1.075151446383681,1.034129421316029,1.0427649952499654,
165,1030,20.16,negishi,1.0393007010509798,1.047295511005146,1.0513760468391786,1.018200457197212,1.120509459487918,1.117740428334776,1.1159960452977409,1.1021061609716496,1.061853636568303,1.065897790416252,1.0728496642268792,1.1206584335759782,1.1162103090598452,
166,1030,20.16,pop_weighted,1.0416821944207468,1.0496959024492811,1.053775311969558,1.0203731376457863,1.1225798237131543,1.1198189120620294,1.1181936831116586,1.1028761166840255,1.0599742188322618,1.068164521504709,1.0755694899709034,1.034359938378096,1.043050585509517,
167,1030,20.17,negishi,1.0392971162230509,1.0474124449793236,1.0515640395810868,1.0205360593163486,1.1210660376973387,1.118185191615558,1.1163822580123337,1.1027807481032097,1.06257179524517,1.066256697714909,1.0732166644114114,1.1210764265678848,1.1165921849607408,
168,1030,20.17,pop_weighted,1.0416647937814574,1.0498010969720724,1.0539521373616645,1.022717397261229,1.1231064131684934,1.1202494677891022,1.1185677463698291,1.1035381487359597,1.0606745517381275,1.068513472271212,1.0759249613646775,1.0345286558569995,1.0432709751618017,
169,1030,20.18,negishi,1.0392249624759415,1.0474658003646693,1.0516858692114672,1.0228245661091258,1.1215114791401704,1.1185563156462572,1.116694581782369,1.1033912968908428,1.0632262341747325,1.0665510787167438,1.0735186843327134,1.1214314483619985,1.116914460725026,
170,1030,20.18,pop_weighted,1.0415822059525914,1.0498386702088196,1.0540604269451854,1.0250105869981443,1.1235751802946554,1.1206066739115006,1.1188670847982616,1.1041284095120727,1.0613088324080142,1.0687939402275828,1.076211628500983,1.0346285661210382,1.0434210598853555,
171,1030,20.19,negishi,1.0390872786643828,1.047447164757078,1.0517383186152067,1.0250542922713743,1.1219213237188812,1.1188610667690797,1.1169309643118652,1.1039271725794568,1.0638123878541157,1.066777263096612,1.0737484990734063,1.1217104768387476,1.117163139039309,
172,1030,20.19,pop_weighted,1.0414306358197165,1.04980740985639,1.0540981343436369,1.0272467754174175,1.1239624700203574,1.1208950860433555,1.1190880957817535,1.1046471969689795,1.0618728382194471,1.0690053671500632,1.076427922218975,1.034660892759803,1.043501081526964,
173,1030,20.20,negishi,1.0388784063655467,1.0473608455886456,1.0517191645840092,1.0272196349132665,1.122255179519865,1.1190902393439348,1.1170861589699137,1.1043867823779745,1.0643294742312273,1.0669312651143303,1.0739077727772584,1.1219167054424348,1.1173315170070968,
174,1030,20.20,pop_weighted,1.0412086025231124,1.0497044518414724,1.0540645729889968,1.0294153625693736,1.124285216651514,1.1211040443693543,1.119227977873496,1.1050888093939817,1.0623664605774146,1.0691448782190367,1.076571374474646,1.0346213093321872,1.043504288640018,
175,1030,20.21,negishi,1.038602343850585,1.0472049937537469,1.0516300833837084,1.0293143915666545,1.1225328981845426,1.1192490259031591,1.1171586174468384,1.1047644880639358,1.0647687961406416,1.0670138326679923,1.0739919504156072,1.122043435156216,1.117425734159189,
176,1030,20.21,pop_weighted,1.0409165623395469,1.0495315775925538,1.0539581916902383,1.0315130543611706,1.1245256310708924,1.1212401250221269,1.1192836412015148,1.1054424754097365,1.0627890685382717,1.0692116122407431,1.0766378559283496,1.034514062224896,1.0434365414203617,
177,1030,20.22,negishi,1.0382550826315873,1.0469786656090896,1.0514673664734988,1.0313290460938531,1.1227087893103986,1.1193184426826877,1.1171463174583036,1.1050593992992566,1.0651395315183778,1.067025516650777,1.0740011780264804,1.1220985474232843,1.117441315360194,
178,1030,20.22,pop_weighted,1.0405535240397814,1.049289791276182,1.0537788489211335,1.0335286590793538,1.1246880137453992,1.1213006165792463,1.119254674084408,1.1057216876040563,1.06313141136841,1.0692049104527048,1.0766296666710513,1.0343338702688245,1.043291380475824,
179,1030,20.23,negishi,1.0378448445241149,1.0466847068617395,1.0512322787078523,1.033257163148561,1.122840838733005,1.1193157212327056,1.1170494454753377,1.1052687229326903,1.0654285274803494,1.0669633394128462,1.0739345461540994,1.1220719172082596,1.117383709354461,
180,1030,20.23,pop_weighted,1.040129604579368,1.0489761080032924,1.053526952049163,1.0354621276560585,1.1247801617106938,1.1212708994937333,1.1191393613539928,1.105912848173212,1.0633984408959618,1.0691246820367188,1.076545323432123,1.0340856182050029,1.043072443001756,
181,1030,20.24,negishi,1.0373706237831843,1.0463245187144523,1.0509287893515409,1.0351003501173248,1.1228570417686323,1.1192413042806486,1.1168666957110511,1.105396846504505,1.0656446379695677,1.0668287025111045,1.0737941050886473,1.1219745857811017,1.1172421183300554,
182,1030,20.24,pop_weighted,1.039633218973786,1.0485942926420475,1.0532036614612283,1.037301633415087,1.1248088588655865,1.1211704897242394,1.1189378251937006,1.1060169696349809,1.0635908411624269,1.0689711667337845,1.0763821302389702,1.033767573460522,1.0427794353771846,
183,1030,20.0,negishi,1.0195614699172606,1.0221550450614616,1.023573191988414,1.100357404185679,1.092056442773365,1.0895767902971258,1.0878485839742584,1.087551914902907,1.0602353646997635,1.0379141066768465,1.03625925268772,1.0909536535700088,1.0889187740901003,
184,1030,20.0,pop_weighted,1.0365405310682296,1.0429089810503174,1.0460384246538874,0.9858578306685474,1.110499339388211,1.1087509564602152,1.1076055505595968,1.0887737463086695,1.045681549213184,1.0583543338086745,1.0656691879618725,1.026780100225624,1.034642642767243,
185,1030,20.1,negishi,1.0193905548571482,1.021978250792343,1.0234136577067012,1.100433676498154,1.0920145738196854,1.089504016081722,1.0877615262798173,1.0874846251930037,1.0601522758020518,1.037808936438137,1.0361539124799677,1.0908784150551216,1.08882835851366,
186,1030,20.1,pop_weighted,1.0369212779559729,1.0433495331221514,1.0465147057181812,0.987371945993781,1.1111457321551366,1.109361845788536,1.108199866216914,1.0895047068754309,1.0464176528973443,1.058909250805795,1.0662231778950138,1.02725330057169,1.0351518315296349,
187,1030,20.2,negishi,1.0191920205847376,1.0217742023068423,1.0232285026752914,1.1005135599271183,1.0919574217316452,1.0894150033709389,1.0876562561513448,1.087400548171635,1.060051801520568,1.037684425976491,1.0360293413842645,1.090784622415689,1.0887200314190757,
188,1030,20.2,pop_weighted,1.0373199677472646,1.0438170103164863,1.0470231365970637,0.989015435365106,1.111832492547499,1.1100168529872734,1.1088372729570164,1.0902910751022572,1.0472098122637197,1.0595034134868964,1.0668180188827532,1.0277575833964576,1.0356942373893778,
189,1030,20.3,negishi,1.0189632445313228,1.0215385986892649,1.0230141804876614,1.1005786130740962,1.0918802163468897,1.0893091981081966,1.08752989024002,1.0872973059947284,1.0599299289351094,1.037536672686445,1.0358817787022612,1.0906731099896496,1.0885865069453136,
190,1030,20.3,pop_weighted,1.0377317223689588,1.044309146188259,1.0475585458929615,0.990782977314924,1.112572650132066,1.1107106001435838,1.1095126060476002,1.091127704120976,1.0480511384464728,1.0601328675859494,1.0674483922118143,1.0282882737737709,1.0362662829445055,
191,1030,20.4,negishi,1.0187016559197493,1.021269190619161,1.0227677382642162,1.100634334874373,1.0917893141484407,1.0891841338615185,1.0873791778360995,1.087172417029451,1.0597850737752723,1.037363858057241,1.0357092556973575,1.0905395756786669,1.0884329482417068,
192,1030,20.4,pop_weighted,1.038149334456657,1.0448196524224216,1.0481168680705484,0.992669979760704,1.1133445745607171,1.1114389389898334,1.1102212710071726,1.0920110793051727,1.0489376081086137,1.0607924723685116,1.0681102166876426,1.028840265203825,1.0368622879565823,
193,1030,20.5,negishi,1.0184023866482963,1.020961824337841,1.022485399792644,1.100684196409417,1.0916759021424072,1.0890295938715948,1.0872005635627375,1.0870204982351654,1.0596142598530192,1.037161319304207,1.035508312284051,1.090377470962817,1.0882508343605,
194,1030,20.5,pop_weighted,1.0385698286916216,1.0453424707737298,1.0486907948608468,0.9946674802316782,1.1141490503778753,1.1121942382379602,1.1109560666717184,1.0929316811544396,1.0498625411837192,1.061475851941076,1.0687966553746202,1.0294069892989486,1.0374755074198738,
195,1030,20.6,negishi,1.0180637049736472,1.020613138195444,1.0221634517019735,1.1007189470565322,1.0915406917301074,1.0888442455082523,1.086990335284351,1.0868411482632765,1.05941105410382,1.0369265661578548,1.0352743573389926,1.0901888080126072,1.0880380771104758,
196,1030,20.6,pop_weighted,1.0389831344056917,1.045872624556304,1.0492754736427312,0.9967672940798482,1.1149815464538186,1.1129728422392886,1.111710498483831,1.0938842873699872,1.0508178424723522,1.0621774579764487,1.0695016658073964,1.0299820090730454,1.0381005918477129,
197,1030,20.7,negishi,1.017680701513269,1.0202196523909115,1.021798814347086,1.1007330520874097,1.0913680433807986,1.0886280887768514,1.0867448898434118,1.0866261710102227,1.059175536650511,1.036655577579623,1.03500599987488,1.0899640570744298,1.0877912742865117,
198,1030,20.7,pop_weighted,1.0393885141684718,1.0463992922444194,1.049860645568223,0.9989558777683164,1.11582877115305,1.1137609555393926,1.1124742276291069,1.0948573146352114,1.051793860647448,1.062885645230785,1.070216452995246,1.0305580115546369,1.0387270268663162,
199,1030,20.8,negishi,1.0172512699515597,1.0197776416393365,1.0213877110462586,1.1007208651520166,1.0911666245091618,1.0883785212233414,1.0864601187836826,1.0863748999617806,1.058899550831027,1.036345272253056,1.0346987345730665,1.0897031882629538,1.0875058867405556,
200,1030,20.8,pop_weighted,1.0397859866231918,1.0469108794570237,1.050432598712752,1.0012152927446478,1.1166709496632343,1.1145448107312788,1.1132324893749803,1.0958354405580577,1.0527791367890336,1.0635884976065362,1.0709250439177929,1.0311190618837072,1.0393429772934892,
201,1030,20.9,negishi,1.0167711128074983,1.0192836688016873,1.0209263870083367,1.1006745432466238,1.090931293697467,1.0880869901501933,1.0861319723058416,1.0860812546123162,1.0585806524837746,1.035990504505862,1.0343495258265123,1.0894041084230677,1.0871757573846974,
202,1030,2.0,negishi,1.0460764045272382,1.0518637638899255,1.0527070766429576,1.156554382632634,1.1471208790980971,1.1443943753604222,1.1415828486372328,1.1409056291263056,1.1030278586639055,1.0734639031538904,1.0720692922850756,1.1461046260069088,1.1431862680130769,
203,1030,2.0,pop_weighted,1.0484459299943447,1.0540776051571237,1.055036186287165,1.1589631933708275,1.1494835040452178,1.1467707761543011,1.1439899695227171,1.1424909518031965,1.1031749624794371,1.0757632052890738,1.074614876968368,1.144596396368535,1.0504830833188534,
204,1030,99.6,negishi,1.054281152702052,1.0524689509144571,1.05487041548925,1.1720075172288231,1.1638998355834345,1.1612136446245849,1.1608021494172645,1.1583589808618653,1.1129476401057543,1.0764126249290238,1.071453321391485,1.1636199337102928,1.1606739557499353,
205,1030,99.6,pop_weighted,1.0568462452118326,1.0547665116694669,1.05735132876154,1.1743154851519173,1.166189759817822,1.1635192021593712,1.1631832623380254,1.1598075834061925,1.1129122149285036,1.0787982951288968,1.0741023452242875,1.166062147320935,1.0525729015241585,
206,1030,99.7,negishi,0.998915808922232,1.0032354741112075,1.0028935613159913,1.046675676525478,1.0370905592183175,1.0343770163871473,1.030752337934069,1.032796223528107,1.0216751562123645,1.0109047388696857,1.0136749970265,1.03469795667687,1.0333691358912995,
207,1030,99.7,pop_weighted,0.999673854541944,1.0038636630331117,1.0035743771765575,1.0472919150147653,1.0376761500820637,1.0349359689229976,1.0313452457598724,1.0330674222588452,1.021450682571332,1.0115737229498647,1.014470548153595,1.035310419008398,0.994518565459406,
208,1050,baseline,negishi,1.0143453835373606,1.018781742835715,1.0196381761791793,1.0904739885523929,1.0824623433843574,1.0798625066929703,1.077872158480801,1.07787889616955,1.0532602835825364,1.0348335962772957,1.03477564959911,1.0808289035753262,1.0779980499616724,
209,1050,baseline,pop_weighted,1.0157637639646828,1.0200369453490026,1.0209950814331312,1.0916807251628342,1.0836473228100318,1.0810667753351957,1.0791084668902056,1.0785928297383325,1.0530890773447588,1.0361454263035328,1.0363413526704508,1.0821125701009262,1.0138147646959577,
210,1200,baseline,negishi,1.013988853104991,1.0227274398786017,1.0225580891920674,1.0903477586398076,1.0826746128360545,1.080637065319722,1.079483533643342,1.0791311315070429,1.0545189003215574,1.0384739942415029,1.0365817326373044,1.0818987101015864,1.0818273812705252,1.0812549982881707
211,1200,baseline,pop_weighted,1.0154788111843511,1.0240786577607546,1.0239929226539468,1.0916626793446402,1.0839694719801327,1.0819428086035254,1.0808329410116078,1.079980150965591,1.0545255568712333,1.0398790880194675,1.0381507514672077,1.0832761683619945,1.020646386243745,1.0825511263440326
212,1060,baseline,negishi,1.0147213215871356,1.0193905289904897,1.020289194632464,1.0913669260736445,1.0833877359134234,1.08091210578618,1.078749122176381,1.078809758489283,1.0539407709645674,1.03503149612074,1.035708354087448,1.0816874912031575,1.079229130214998,
213,1060,baseline,pop_weighted,1.016148166125356,1.020657009285859,1.021655542492567,1.092588148693983,1.084573509640928,1.0821180743743934,1.0799999515765135,1.0795294160466242,1.0538060288083342,1.0363575476948843,1.0372405004087597,1.0829761973841112,1.015516106923725,
214,1060,99.0,negishi,0.9838721537255908,1.0452593258066931,0.9854000127407272,1.0390605533053825,1.0302663075352685,1.027682934413494,1.0239954309954362,1.0268428861988292,1.0220705502637693,0.9959485478392868,0.9942105991545191,1.0278030109591767,1.026654790339135,
215,1060,99.0,pop_weighted,0.9981374110594076,1.0014172683059357,1.001702502799721,1.0557448735924198,1.0468007357070035,1.0441966695494158,1.0411764459886657,1.0423578200313333,1.0260707133977467,1.0127986015256412,1.0141761380064465,1.044481203231762,1.0317292445401605,
