,k,g_0,fe,fo,zeta,nu,theta,delta USA,delta EUR,delta JAP,delta CHN,delta BRA,delta IND,delta CAN,delta KOR,delta RUS,delta MEX,delta ZAF,delta ROW,eta USA,eta EUR,eta JAP,eta CHN,eta BRA,eta IND,eta CAN,eta KOR,eta RUS,eta MEX,eta ZAF,eta ROW,T Non patent USA,T Non patent EUR,T Non patent JAP,T Non patent CHN,T Non patent BRA,T Non patent IND,T Non patent CAN,T Non patent KOR,T Non patent RUS,T Non patent MEX,T Non patent ZAF,T Non patent ROW,T Patent USA,T Patent EUR,T Patent JAP,T Patent CHN,T Patent BRA,T Patent IND,T Patent CAN,T Patent KOR,T Patent RUS,T Patent MEX,T Patent ZAF,T Patent ROW
GROWTH,0.050397556468415594,1.509097724299009,-0.22650067785102979,0.10877203639035216,-0.988895098949768,-0.14045179977606514,0.03676701310613706,-0.19200394982656022,-0.2395154221796819,-0.18221458016266678,-0.14309124522511596,-0.1864961363603268,-0.12777965020337456,-0.30766340211065335,-0.3155304087023575,-0.16520105245493522,-0.15947226702616446,-0.22831758381509304,-0.11208719311329995,0.2568592853973928,0.22592821177622513,0.3036566995596657,0.15123966195585647,0.14883683570972694,0.14651852295779366,0.2141144051358057,0.22921085072859504,0.14449630752643605,0.1466558342633162,0.1437236690223509,0.1517078625539281,0.036083051460717996,0.028577921630190684,0.007726969173017517,0.04509485322446438,0.03255819125626003,-0.09337758441028465,3.785811331091793e-08,0.02421549024637315,0.019786022688473848,0.045706799549311006,0.028039051293783368,0.0203252478202387,-0.02919753341359299,-0.04901628669176761,-0.04916745981031756,-0.04321366810446092,-0.024229551092394552,0.15818312716779692,0.026126618904017684,-0.05168401547599788,-0.006963873410864019,-0.04737579813584747,-0.016952452617238767,-0.008200365226222472
GPDIFF,0.026649935794423874,-0.5113573399608495,-0.07693519335129628,0.08073534204846577,-0.9978839129753547,0.00850789725082568,0.020460567683106,-0.0022318050502417863,-0.04525223197249684,-0.0754410901046576,-0.025386837891010483,-0.056308272791809055,-0.0394048046001827,-0.07239685961086983,-0.07276631248869125,-0.05613854933749496,-0.05758618463698573,-0.08121254737821826,-0.04894365922080646,0.10721897946520231,0.10886174796782333,0.10517735028039987,0.10477034439262178,0.0942611334868948,0.09519051473516282,0.08977455456338879,0.09224381443703411,0.09222493028538059,0.09274487651271257,0.09633235896969627,0.1058278289594261,0.020180231831133932,0.01348685779227865,0.013644634950922274,0.004490906277438977,-0.10505777634435387,-0.27142961847338554,0.006166789947847917,0.013133644012770507,-0.12810415104757722,-0.012533018532771,-0.10729170163197854,-0.09088043791459555,-0.019418909149372943,-0.014139022934757661,-0.01644549147789498,0.0040216777312884755,0.18570278351990654,0.4676894093493955,-0.0027268937539032256,-0.014448955514577144,0.20834904569503876,0.0357384627296542,0.19100843436979598,0.16621920400002876
SINNOVPATUS,-0.0374642000012293,0.0013668989966608702,-0.6399345430575792,-0.6393292107066478,-0.07636840910583753,-0.010035804273680893,-0.002919999423741104,0.006074048336349724,0.044599509657878844,0.02489739816878056,0.001693300362033412,0.05528875487817775,0.032020352455566226,0.06583717729819805,0.07078684182393546,0.05825751515635913,0.058280260190621824,0.09216882303607954,0.05220583646807442,-0.194283488112868,-0.17601495865699646,-0.1705031136171048,-0.14953916786411947,-0.1847202028154571,-0.17571184096687675,-0.1854574747346588,-0.1719332091367487,-0.18415798677511586,-0.18773841036970995,-0.19456512362976242,-0.14776537345181362,0.0006927298802561488,0.0057067293818746645,0.0014681691616935666,0.007638570320153137,0.008120526162511688,0.016100195170841713,0.002718467074057651,0.002919474276789069,0.012958557240613233,0.010323350065917225,0.007694825745179212,0.11453249018883227,0.005392448518228843,-0.007345975196277887,-0.002409836600316684,-0.011633190009274208,-0.014133376125441965,-0.02826093705788235,-0.002589522890258933,-0.001955344083482413,-0.022771370515720646,-0.01796049862989424,-0.013907107452281187,-0.221450142528839
DOMPATINUS,-0.06790103340648779,0.000967337488080311,0.2711064444794897,-0.5562723247042811,0.060406498516130114,-0.015369010893056534,-0.0009012017388759785,0.07642275602862791,0.4795813487421241,0.36110811240672613,0.23644275438678308,0.27428842834026024,0.22179967416585677,0.3731947577571537,0.4106845306180429,0.26334506195422325,0.27444592521354894,0.3374043146162953,0.2377614156687058,-0.25468273374018247,-0.2599748738255403,-0.27838791831731713,-0.2824907600538007,-0.2855023743041718,-0.2707362895926402,-0.28412640098906705,-0.275986669524792,-0.2761103353598221,-0.2840279941500534,-0.3010254435522852,-0.282847899304981,0.0010023172231043986,-0.008598686601904437,-0.0025381269219576508,-0.005899832329655519,-0.004995764584367901,-0.04653311618150913,-0.0035044911723419725,-0.004984803257088721,0.0008551482830077006,-0.004464943383585829,-0.01069381000405989,-0.00708948522603281,0.0024643131917301275,0.006075258508742021,0.0014403170124455134,0.011245484512780735,0.011815080425687796,0.07569823435933154,0.0006798580386702113,0.0017984548216598562,0.0034580058862709873,0.010825773795456461,0.021434883447166708,0.017259123362300954
SRGDP_USA,-0.0001474432137538173,-9.398062219001524e-05,-0.00015785801588175108,0.004726435527949713,0.0033688582312585424,0.0026381150000409637,-2.2231564256181002e-07,0.0012104123090639352,-0.00011115243538251107,-0.0018543640606200062,-0.0001315949338187572,-9.003216037251072e-05,-4.844348268806531e-05,-0.00011429852726563272,-0.0002179264972701489,-6.877793590931436e-05,-4.576617701534946e-05,-6.7381329889038e-05,0.0003206266228661381,0.0015804836474875295,0.0005775105348737597,-0.0007419268931174727,5.9834595712571215e-05,0.0004136551730649085,0.0003666093438070561,0.0007878368398395175,0.00040142038239654454,0.0004588938186789182,0.0005628984656658176,0.0003822141512677124,6.76367898277963e-05,8.881784197001252e-15,2.220446049250313e-15,-5.0825454955827354e-11,1.2090328738167955e-12,-1.5939338737780417e-09,-1.2725480114106347e-08,-1.2066458943138514e-11,-1.321809328658219e-10,-3.480959964718977e-10,-1.2619610911812629e-09,-1.8271645307876838e-09,1.0403899963762342e-11,3.800233328021818e-07,3.610332977022068e-07,3.640678492011773e-07,3.3819639311261085e-07,2.619093064648581e-07,1.653365000464646e-07,1.9529751815738905e-07,3.640128909410123e-07,2.9131301593210424e-07,3.098503742471337e-07,2.546367683375905e-07,2.1024160634652844e-07
SRGDP_EUR,-0.0004731039417443794,0.0005738575107239186,-0.00027260654904770476,0.002141263165280627,0.0011994282409488743,0.0014552415908652971,1.9483634450256915e-06,0.00025505726359842384,9.486330064034654e-05,-0.005385013112768622,-0.00018392686128632096,-0.0002611643771860406,-0.000150786459808816,-0.0003503879352728667,-0.000668407284795669,-0.00019851543818227846,-0.00013790454216178194,-0.0001886853099697383,0.0009128928621204846,-0.0004943154827430352,-0.0001137366734560441,-0.008294146411684244,0.0011766917638178498,-0.0007440403279701524,-0.0005138302970825182,-0.0011453809052969222,-0.0007363987594527499,-0.0007542919258379799,-0.0009271428861734599,-0.0008937643256901051,0.0014676151343451238,1.1102230246251565e-14,1.4765966227514582e-13,-1.6308010497567693e-10,5.832001548355947e-12,-5.29822741235364e-09,-3.948612325999079e-08,-4.0484837704468646e-11,-4.4044101699114435e-10,-1.1525341792051336e-09,-4.226037297883067e-09,-6.192851786934739e-09,4.946154597007535e-11,-3.33050319156758e-06,-3.1640756692485894e-06,-3.191116932366178e-06,-2.963934375155297e-06,-2.3044004976435772e-06,-1.5249421575491695e-06,-1.7713452016288045e-06,-3.190761822535748e-06,-2.5569040557060774e-06,-2.718038055182781e-06,-2.244433602305307e-06,-1.842490550685305e-06
SRGDP_JAP,-0.00044798224966169364,-0.0003085221218124268,-0.00021873125376992153,0.004242741968175645,-6.027886387427461e-05,0.0015150446173928245,1.2178771064963456e-05,-0.0002771662556050325,-0.0003131834299197056,-0.004596383151349026,-8.943716602094476e-05,-0.00022475496122553729,-0.00013392087407193554,-0.0002494141885217571,-0.0005259513418309769,-0.0001733283814453479,-0.0001161980733344059,-0.00015760982091272968,0.0008209138896542179,-0.0005955622989778364,-0.0007101261014508253,-0.005346951666745925,-0.0007390123783612701,-0.0009695739423559724,-0.0009798127187854444,-0.0009171619512771123,-0.0007393631331858996,-0.0010025444241501535,-0.001063457855659533,-0.0010890230752325092,-0.000465872422710234,8.881784197001252e-15,-3.1369296049632567e-10,1.7763568394002505e-14,-6.284016640378809e-09,-1.7610890523656053e-09,-2.5434940265078865e-08,-1.1755041384731157e-11,-1.40941702753139e-10,-4.032840728029896e-10,-1.2667977777880424e-09,-1.537494020986685e-09,-1.7684403941231608e-08,-2.081812927490212e-05,-1.977793736174238e-05,-1.994611424638304e-05,-1.8527002378920798e-05,-1.4389511446277758e-05,-9.420668296566959e-06,-1.0973593679852733e-05,-1.9943706348612977e-05,-1.597632875216526e-05,-1.698561317098335e-05,-1.4007943140992296e-05,-1.1524065932078109e-05
SRGDP_CHN,-0.00012381469835620607,0.00023706921651323043,-0.00017035499803585985,0.0013938583115646885,0.0014296980994110697,0.001969672140141876,3.6961219063158524e-06,-7.956950476284419e-07,-7.896848718713656e-05,-0.0014855318121914651,0.0012627555930611045,-7.056212104727955e-05,-3.85964136495609e-05,-8.532757315937722e-05,-0.0001660800659142314,-5.3702917208187095e-05,-3.584201685613575e-05,-5.1837365548368375e-05,0.00025371429952625313,0.0002881019421074882,0.0003245383457894935,-0.0006741507294771854,0.0008427642034947169,0.00023491744154058303,0.00014562934640416358,0.0004960196723968746,0.0002632733951679622,0.00022462295562464263,0.0002949963593235072,5.76325425127866e-05,1.1381259948928246e-05,3.3306690738754696e-15,1.1102230246251565e-15,-3.995859199079632e-11,1.4969137041020986e-11,-1.246248104713743e-09,-1.0059210131529994e-08,-9.421907698481391e-12,-1.0334344491269576e-10,-2.723504755053341e-10,-9.854489446681214e-10,-1.4241136048198655e-09,7.560618797697316e-12,-6.318091158030725e-06,-6.002371970015297e-06,-6.053472405009863e-06,-5.6226963396355245e-06,-4.367402799410058e-06,-2.8602507806674282e-06,-3.332764117458531e-06,-6.052734003447746e-06,-4.8487895598636754e-06,-5.1550593105353926e-06,-4.2518189252716e-06,-3.4953090766176587e-06
SRGDP_BRA,-0.0005251971177694381,-0.0004238881397233829,-0.0002683412293458254,0.0016705589094978546,-0.0014983751083591512,0.0011195991142143313,7.215736923860128e-05,3.4863824672770605e-05,-0.0003579717715618269,-0.005545713082519277,-0.00011648874863101621,-0.0001654574851517321,-0.0001543209032445203,-0.00027852649667425844,-0.0005993148700123019,-0.0001974097082996229,-0.0001332072659504524,-0.00017858485466593077,0.0009402068350283788,-0.0008643698230492713,-0.0006789959005371049,-0.008919101043490807,0.0007058735084652934,-0.0007595374210450645,-0.0008177980540818863,-0.0013504415576703899,-0.0008074592195933539,-0.0010493780344428272,-0.0012322207910242522,-0.0011266233813739257,0.0009315311363022882,9.992007221626409e-15,-4.48545645070908e-10,-7.920886169188179e-11,-9.13200626229127e-09,1.592170839614937e-11,-2.7765695853609884e-08,-9.642842080381797e-12,-1.2192802323340857e-10,-3.6466552000291586e-10,-1.0582951182058764e-09,-1.1327383475645547e-09,-2.5811452974977556e-08,-0.0001233415106655089,-0.00011717826871093795,-0.0001181751780210405,-0.00010976647201788037,-8.524913516660959e-05,-5.575325898954375e-05,-6.499121047998102e-05,-0.00011816059797775669,-9.465358479010533e-05,-0.0001006340637349501,-8.298876343126871e-05,-6.824590180865009e-05
SRGDP_IND,-0.0001837337410476314,-0.0003129954088221254,-0.0010662562013952215,0.004890921343999599,1.2655661819627184e-05,0.0008608649683605751,0.00016231692765100725,-0.0006080556976784113,-6.266438401292262e-05,-0.0030834223521275517,0.00025336072498660656,-0.00010830270747885784,5.85206655567827e-05,-6.341395336617595e-06,-0.00023732723607450268,-0.00010188423828549897,-4.0292032763011854e-05,-0.0001778939121160894,0.0007429749295273513,-0.00029608698998984107,-0.000480867897660886,-0.0011543340601283258,-0.0006622364525449287,-0.0006107764443918917,-0.0001795649686342493,-0.000699584328924252,-0.0006881637226541226,-0.0006478311856289443,-0.0006856298662238913,-0.0007380560798547764,-0.0005641539312567501,0.0004940174581213874,-4.537691214501205e-05,-5.047965142723765e-05,-4.4964705432359864e-05,-4.392785798446042e-05,1.1408341737078576,-5.93212493277262e-05,-4.261764262714074e-05,-3.5290562399592496e-05,-3.2378650554609756e-05,-3.9059774410987735e-05,-5.0379103055941954e-05,-0.0008932705022213216,-0.00030288401369593654,-0.0003094275462656171,-0.00028589419989233367,-0.00023120217767957918,-1.4099314214935081,-0.00019727796524982022,-0.0003037120936227877,-0.00024487268540929197,-0.00025602802675495084,-0.00022256635834771998,-0.00019699515569293613
SRGDP_CAN,-0.00038543024843906704,-0.00036989838232304173,-0.00011811737020306357,0.0018979111983019603,-0.00025197078422078967,0.0020094571677509165,6.388886191421861e-05,0.0005265779323082587,-0.0001607962927230311,-0.00349299356832089,-5.985591031876236e-05,-0.00014808640570906917,-8.930291615250052e-05,0.0031950178216610947,-0.00033697819534161955,-0.0001162020278272502,-7.498735619559938e-05,-0.00010293640900493894,0.0005888574783596834,-3.3126346888345815e-05,-1.226261950981744e-05,-0.005176184479436796,-0.00010997044760763242,-0.0003019023496630968,-0.0002375955120198503,-9.486722752916066e-06,-0.00010053552494393436,-0.000327858677254822,-0.0003723339872019338,-0.00040673074840014145,4.6423349180368945e-05,5.551115123125783e-15,-3.113909130547654e-10,-4.442946011096183e-11,-6.384612283305557e-09,-7.649764155459593e-10,-1.6458863716373173e-08,1.1102230246251565e-15,-5.885791853899036e-11,-1.8398782497541788e-10,-4.894995520032808e-10,-4.3907377733631847e-10,-1.8077134789074023e-08,-0.0001092081515063903,-0.00010375110291005463,-0.00010463378939395973,-9.718856985252433e-05,-7.548100897425414e-05,-4.93605168389033e-05,-5.7540332626948576e-05,-0.00010462088129103986,-8.380733980462018e-05,-8.910259016337019e-05,-7.347895281673011e-05,-6.042386538784861e-05
SRGDP_KOR,-0.0002746245424339877,-1.6912205856867146e-05,-0.00014513709092833782,0.0057189021304082654,0.0018344480997445345,0.002356134810330701,6.123625021503543e-06,-0.00026806728299688665,-0.0002119971674041654,-0.003346109582728629,-5.045732775543765e-05,-0.00015333608004430843,-8.86727027271661e-05,-0.00015469906562981528,0.0011573267953390864,-0.00011944479663794638,-7.791382575506045e-05,-0.0001095481195645398,0.0005737557570595353,8.976374802127651e-05,-0.00026414681679798324,-0.0014522035257485966,-0.0010111281515640114,-0.00030974471563638417,-0.000372104666457318,0.00015878524026624596,0.0005732493154098073,-0.0002676353222069716,-0.00021726486499118458,-0.00038252025635232556,-0.0009069987186133277,5.551115123125783e-15,-2.9506286303160323e-10,-4.4405035204420074e-11,-6.040682398733566e-09,-7.890993414250147e-10,-1.6164359295522956e-08,-4.610756221268275e-12,5.551115123125783e-14,-1.8849644067842064e-10,-5.142136716429491e-10,-4.870637226872532e-10,-1.709255903481477e-08,-1.0467616393117218e-05,-9.944639107750675e-06,-1.002918846748635e-05,-9.315698722978105e-06,-7.235178940967479e-06,-4.738521949265717e-06,-5.517125163945202e-06,-1.0027919711830258e-05,-8.033083246927752e-06,-8.540557263070347e-06,-7.0432016613386494e-06,-5.797683996222602e-06
SRGDP_RUS,-0.00018121901247891703,-0.0001279738074305703,-0.00025827865241079273,0.0034085127553573624,0.0003378724619207407,0.0018111831656408839,2.804778111653583e-05,-6.722850689477866e-06,-0.00022603089881390037,-0.00264682784128778,-3.009500033290813e-05,-0.0001294091796577579,-7.109809478045293e-05,-0.00014111946072647985,-0.00028504216015523554,-7.993820834772958e-05,-6.604164220880282e-05,-9.587100058106035e-05,0.000461867271953631,0.0004076522771523372,0.0001624147579237789,-0.0017264252631515875,-0.00015478052629525063,0.0001454040888293484,-5.7499125939997064e-05,0.0003520952132318733,0.00011221721046505984,0.0005469433289040371,0.00017551368548529567,9.49044654707798e-05,-2.451459165220271e-05,4.440892098500626e-15,-2.0553669877187986e-10,-3.9479530755670567e-11,-4.171434864197465e-09,-8.003092633046549e-10,-1.350473510797201e-08,-5.073719222536965e-12,-6.319056389259003e-11,3.9190872769268026e-13,-5.537326153159938e-10,-6.163325405594833e-10,-1.1777488984066053e-08,-4.7943991489107773e-05,-4.5548275095508295e-05,-4.593578186606884e-05,-4.266723203083522e-05,-3.313743363375643e-05,-2.1673088392848427e-05,-2.5263141479880957e-05,-4.5930113714565124e-05,-3.679253265387317e-05,-3.911736515538333e-05,-3.225852599708645e-05,-2.6528418312632418e-05
