,eta,eta,eta,eta,eta,eta,eta,delta,delta,delta,delta,delta,delta,delta,fe,T,T,T,T,T,T,T,fo,g_0
SPFLOW,10.765280738472939,16.251121446490288,8.478988729417324,7.28922850638628,2.269949331879616,4.5452455803751945,-17.438489601016045,1.7377011179924011,0.601901575922966,0.2624078541994095,0.20859541238000165,0.04260128736495972,0.020596188565484317,-0.5125065257557755,-0.008723169565200806,-3.3401406839339715e-11,-1.4073132372803103e-10,-8.645894549898155e-11,-1.1120480087905248e-08,-3.743069162323691e-09,-2.4861873357136596e-08,-4.232416728146667e-09,-11.080853402614594,0.08483602851629257
SPFLOW,10.587538994848728,6.121007189154625,-1.732666059397161,6.1381494626402855,1.830078293569386,3.7678014086559415,-9.10429547727108,1.7382104434072971,0.5736071411520243,0.34137803688645363,0.20884577598809964,0.043673654086887836,0.02059691693745587,-0.5125200132594289,0.0049326252192258835,3.9562925017843784e-11,1.6669186525869265e-10,1.0240792534131678e-10,1.3171861951696084e-08,4.433548722001762e-09,2.944811385228968e-08,5.013165656924301e-09,-21.070357860065997,0.580567017197609
SPFLOW,10.753698028624058,7.5675211772322655,8.610744751989841,-4.57270622253418,1.5446560755372047,3.316697984933853,2.409152425825596,1.7237503677606583,0.5717030987143517,0.26177913695573807,0.21350338523860896,0.04435966908931732,0.020595222271777357,-0.5125340129303108,-0.023097701370716095,-1.4810785480723386e-11,-6.24028040549237e-11,-3.833745389331284e-11,-4.931021193713182e-09,-1.6597442936862557e-09,-1.1024202504781124e-08,-1.8767298194091457e-09,19.9204942882061,0.8032652884721756
SPFLOW,11.022376611828804,7.746517941355705,8.536240860819817,5.557254247367382,0.4603237360715866,3.5581681430339813,1.3941492214798927,1.7184413075447083,0.5708226561546326,0.2601608484983444,0.2087357338347979,0.05812226980924606,0.020594707664198537,-0.5125064581601007,-0.022211365401744843,8.331066832906905e-12,3.5101577280894573e-11,2.156481781498847e-11,2.773699421463665e-09,9.336061651985188e-10,6.201113908939382e-09,1.0556605234176444e-09,17.051382713019848,0.6506489664316177
SPFLOW,10.494347147643566,7.587357811629772,8.230084631592035,4.389497969299555,1.2637901194393635,-70.69283599033952,1.1015293560922146,1.728060431778431,0.5736493617296219,0.26086094975471497,0.20890260219574472,0.04510609805583954,0.020892345227096504,-0.5125161694053822,-0.024549297988414764,-7.9453692943464e-12,-3.347650425863094e-11,-2.0566446619850115e-11,-2.6452874112107173e-09,-8.903836575504393e-10,-5.91402530204404e-09,-1.006787351037198e-09,22.378689009696245,1.1965002082288265
SRGDP,3.1735424634534866,-1.4216947345994413,-0.22542354301549494,-0.6136587341316044,-0.05178475845605135,-0.4981575512792915,-3.712546663591638,0.007116267923265696,-0.00018232245929539204,-0.00020989682525396347,4.5146289525639226e-05,0.0001081258524209261,-7.324450118880643e-08,-6.569996278008823e-07,0.0015904393512755632,3.1530785999112024e-06,-3.5986964292108515e-06,-6.146919533164705e-07,-0.0001822040573693526,-1.472230927151699e-05,-0.00018056231944607072,-0.00014448580790515139,-0.0003565445076674223,0.026407031575217843
SRGDP,-0.9960921872407198,4.696373193524778,-0.26324722170829773,-0.7133629191666842,-0.08754130359739065,-0.5585154155269265,-4.210662109777331,-0.001184309832751751,0.0010433569550514221,-0.00019031669944524765,5.593646615030573e-05,0.00019681453704833984,-6.910123602088737e-08,-1.672559646042147e-07,0.0003297002986073494,-8.509384833119428e-07,1.327154483178561e-05,-6.14699241426195e-07,-0.00018220501484140402,-1.472262668680753e-05,-0.00018056434342074933,-0.0001444861591810779,0.0002832496538758278,0.06372872274369001
SRGDP,-0.984869253821671,-1.585911083035171,2.9121955819427967,-0.6474977070465684,-0.060323274694383144,-0.5106341699138284,-4.139216149225831,-0.0014476403594017029,-0.00012057647109031677,0.0057331835851073265,4.012813528170493e-05,0.00013063102960586548,9.410127669511085e-08,-1.3807283192003372e-06,0.0011578071862459183,-8.50930923640187e-07,-3.5986772025656567e-06,9.749639731361465e-06,-0.00018220247870420154,-1.4721774122844173e-05,-0.00018055885285114245,-0.00014448520126689922,0.00023635663092136383,0.040394716896116734
SRGDP,-0.7498886957764626,-1.3425824753940105,-0.05943206511437893,3.9506490360945463,0.19371862895786762,-0.08521942608058453,-3.7889852691441774,-0.0019084978848695755,-0.0002334490418434143,-0.0006385613232851028,-0.00027247707344405306,-0.0004974454641342163,-5.544952841676084e-07,-2.2791874969382627e-06,-0.001300102099776268,-8.509360727023268e-07,-3.5986998317074918e-06,-6.146926022577473e-07,0.0011508699964340335,-1.4722336015443597e-05,-0.00018056281467391762,-0.0001444859050405815,-0.0004492867738008499,-0.2038228865712881
SRGDP,-0.7050811541266739,-1.3322208663448691,-0.06701391423121095,0.18318280577659607,0.8815997820347548,-0.023685851600021124,-4.032006427645683,-0.0011761607602238655,-0.00010134512558579445,-0.00033490313217043877,-4.9403858298223335e-05,-0.001590220257639885,-6.376414868594079e-07,-3.66143238576584e-07,-0.001328757032752037,-8.509319794871988e-07,-3.5986833575297285e-06,-6.146838789894299e-07,-0.00018220300519344358,0.0004339807293578277,-0.00018055985766126658,-0.00014448539553775944,-0.0009337845258414745,-0.23934691585600376
SRGDP,-0.9240630501881242,-1.2722276337444782,-0.236154081299901,-0.6175307761877775,-0.05502749886363745,6.829714277759194,-3.284171622246504,-0.0008683288469910622,-0.00019334908574819565,-0.00013725832104682922,4.6112059034222384e-05,0.00011529866605997086,3.7587139804694875e-06,-1.275435056509083e-06,-8.847564458847046e-06,-8.509358412838037e-07,-3.5986991004246317e-06,-6.146927769727066e-07,-0.00018220413842943406,-1.4722325209816686e-05,0.002799769799860895,-0.00014448580485057814,0.000563308596611023,0.0372849041596055
SRGDP,-0.7793321825447492,-1.0580934375175275,-0.1546020184759982,-0.6586958232801408,-0.06606143579119816,-0.5128840483375825,9.768426095717587,-0.002885833557229489,-0.0004555559135042131,-0.0005205740453675389,4.266137190805609e-05,0.00014211056986823678,-3.793545497813349e-07,2.2994039117013855e-06,-0.0008960632258094847,-8.509393258200036e-07,-3.5987122889078783e-06,-6.147014846414741e-07,-0.00018220517234676035,-1.4722689089302948e-05,-0.0001805647000386282,0.0003628772733644289,0.0002080017002299428,0.041613559995312244
JUPCOST,-53.004008177667856,0.14743639901280403,-2.427511505782604,-5.97583856806159,-2.121855892241001,-3.5149518586695194,4.724037706851959,0.27693725377321243,0.0044892653822898865,-4.177769418805838,0.0007792010373948592,0.00531357154250145,1.053372500318405e-05,5.3948281391407116e-05,-1.4313381277024746,4.0040908406455655e-06,3.2468958984827484e-10,1.9897537919107417e-10,2.5592513643412427e-08,8.61424577426226e-09,5.721675935424161e-08,9.740423255422988e-09,-2.0593037009239197,0.693695567548275
SDOMTFLOW,-0.0016231890767812729,0.008930766955018044,0.0002876482903957367,0.0013604015111923218,0.0005670972168445587,0.0007588155567646027,0.036385148763656616,-0.0014390312135219574,7.031485438346863e-05,5.410052835941315e-05,7.621121382938847e-07,-1.6856938600540161e-06,-3.314612134335248e-07,8.319467669432441e-08,-0.00045437924563884735,1.0973094972046362e-11,4.566455192560822e-11,2.805423058338778e-11,3.608377488107823e-09,1.2145524649110361e-09,8.067189853759103e-09,1.3733361438905467e-09,-0.0001070518046617508,-0.0013755448162555695
SDOMTFLOW,-0.0016231201589107513,0.008930796757340431,0.00028759241104125977,0.0013603772968053818,0.0005669426172971725,0.000758713111281395,0.03638514317572117,-0.0014390572905540466,7.031485438346863e-05,5.4134055972099304e-05,6.827254572216051e-07,-1.7452985048294067e-06,-3.623601401095313e-07,8.016153743984384e-08,-0.0004544854164123535,1.2091617833871827e-11,5.0133502736833223e-11,3.1298936967587436e-11,4.025716521429903e-09,1.3550256147672947e-09,9.000227826168963e-09,1.532173954126998e-09,-0.00010709092020988464,-0.0013756435364484787
SDOMTFLOW,0.0009330986067652702,-0.01087796688079834,-9.789131581783295e-05,-0.0005880007520318031,-0.0001936294138431549,-0.0003634477034211159,-0.005560039542615414,0.0006156815215945244,-0.0002420172095298767,9.74554568529129e-05,1.3758322496603545e-06,1.5664845705032349e-06,-1.2724739803846333e-07,1.141760276508046e-07,0.00012994464486837387,-3.807798949438584e-11,-1.6161351206411879e-10,-9.856419624003411e-11,-1.2677475712222236e-08,-4.267142067556656e-09,-2.8342822715742613e-08,-4.825003943259581e-09,0.00011812057346105576,0.0005292873829603195
SDOMTFLOW,0.0009331144392490387,-0.010878000408411026,-9.78223979473114e-05,-0.0005878470838069916,-0.00019348785281181335,-0.0003633759915828705,-0.0055599696934223175,0.0006157606840133667,-0.00024187937378883362,9.754300117492676e-05,1.3507949117837125e-06,1.6391277313232422e-06,-1.0786534403260468e-07,1.29125071119316e-07,0.0001299642026424408,-3.7142672963376616e-11,-1.579570977640256e-10,-9.674216880890661e-11,-1.2443123793510608e-08,-4.188260991098911e-09,-2.7818886008158614e-08,-4.735810403665266e-09,0.00011821836233139038,0.0005293600261211395
SDOMTFLOW,0.0003905007615685463,0.003583241254091263,-0.00041481852531433105,-0.0003027338534593582,-4.6702101826667786e-05,-0.00011130515486001968,0.003996766172349453,0.0008466485887765884,0.00017696619033813477,-0.0008218418806791306,1.1409087403641545e-05,1.0259449481964111e-05,2.6870830234788968e-06,2.6392644570058856e-06,0.00010445620864629745,1.065103752734834e-10,4.487639150981036e-10,2.7570020553745675e-10,3.546097663135144e-08,1.1935895487017175e-08,7.927951879414862e-08,1.3496326552860302e-08,0.0009048059582710266,0.0001149103045463562
SDOMTFLOW,0.0003904402256011963,0.003583259880542755,-0.00041478872299194336,-0.00030262768268585205,-4.669278860092163e-05,-0.00011129677295684814,0.003996804356575012,0.00084666907787323,0.00017704814672470093,-0.0008217543363571167,1.1402370069089276e-05,1.0266900062561035e-05,2.687644822145733e-06,2.6448974299070636e-06,0.00010434538125991821,1.0714677621210824e-10,4.5209531479374405e-10,2.7734751800943503e-10,3.56728564482688e-08,1.1981279120047658e-08,7.975321499552594e-08,1.357696728728804e-08,0.0009048953652381897,0.00011496245861053467
SDOMTFLOW,0.00014029815793037415,0.001522064208984375,3.56622040271759e-05,0.0005889683961868286,-0.00017363205552101135,-0.0003029666841030121,-0.010442841798067093,0.0006615631282329559,0.00015808269381523132,0.0001361258327960968,-2.106556115591815e-05,1.004338264465332e-05,1.0157319896403607e-06,1.960274569610019e-06,0.0003417693078517914,1.3422274341905568e-11,5.622752657032187e-11,3.424413199324558e-11,4.404531951676097e-09,1.4825320123291294e-09,9.933265798578825e-09,1.691011764363449e-09,-0.0006480403244495392,0.0007063448429107666
SDOMTFLOW,0.00014029443264007568,0.0015220493078231812,3.565847873687744e-05,0.0005889087915420532,-0.00017367303371429443,-0.0003029927611351013,-0.01044289767742157,0.0006615445017814636,0.00015801936388015747,0.00013616681098937988,-2.106556115591815e-05,9.991228580474854e-06,1.002248821636285e-06,1.9498752350232284e-06,0.0003417283296585083,1.4039390403602376e-11,5.850262880149096e-11,3.634071150303613e-11,4.725561977308466e-09,1.5732992783900965e-09,1.0450025290990439e-08,1.7789834746482529e-09,-0.0006481558084487915,0.0007062852382659912
SDOMTFLOW,0.0006051640957593918,0.0011555273085832596,3.3000484108924866e-05,-0.00026295334100723267,-0.00010200776159763336,-0.0001495499163866043,-0.01276584342122078,0.00037182681262493134,8.210912346839905e-05,7.871352136135101e-05,3.725067342622353e-07,-8.930452167987823e-05,1.8618007818961036e-06,9.134082212064368e-07,0.00014219246804714203,1.0328980082650319e-10,4.3462577980440994e-10,2.670143761397531e-10,3.4343792142150796e-08,1.1587954300450135e-08,7.678184791415915e-08,1.3071129953150418e-08,-0.0009010415524244308,0.000391567125916481
SDOMTFLOW,0.000605214387178421,0.0011555664241313934,3.300979733467102e-05,-0.0002629198133945465,-0.00010198354721069336,-0.0001494176685810089,-0.012765813618898392,0.0003718249499797821,8.20644199848175e-05,7.873773574829102e-05,3.9326940469652386e-07,-8.932873606681824e-05,1.8606771845624306e-06,9.18607888499832e-07,0.00014218688011169434,1.0517971876544966e-10,4.4315741317129403e-10,2.7255533627277096e-10,3.505647879905465e-08,1.17867778356313e-08,7.83751896824283e-08,1.3327714108147762e-08,-0.000901050865650177,0.000391591340303421
SDOMTFLOW,0.0002335086464881897,4.946067929267883e-05,-4.813075065612793e-05,-0.00042504817247390747,-0.0001864805817604065,0.0025639422237873077,-0.012699346989393234,0.00041727349162101746,9.435415267944336e-05,5.114451050758362e-05,4.665494179940128e-07,5.684792995452881e-06,-3.758433081136069e-06,6.066278508961155e-07,0.00021319091320037842,-1.8513481850904232e-12,-9.100408924676371e-12,-5.590878692774788e-12,-7.191072574165057e-10,-2.420460428292456e-10,-1.6076961986139139e-09,-2.7368976533050043e-10,-0.0006010644137859344,0.000497911125421524
SDOMTFLOW,0.00023356452584266663,4.957243800163269e-05,-4.801899194717407e-05,-0.00042485445737838745,-0.0001864209771156311,0.0025640539824962616,-0.012699276208877563,0.00041736289858818054,9.446963667869568e-05,5.116313695907593e-05,6.179947788088232e-07,5.893409252166748e-06,-3.7078712011207858e-06,6.282931312852625e-07,0.0002132132649421692,3.0855803084840384e-13,9.750438133581828e-13,5.990227170830131e-13,7.704720615176847e-11,2.5933504588847746e-11,1.7225316413720506e-10,0.0,-0.0006009340286254883,0.0004980079829692841
SDOMTFLOW,0.0005391016602516174,0.000908825546503067,-8.508935570716858e-05,-0.0009250268340110779,-0.00034311600029468536,-0.0005372613668441772,-0.03267597407102585,0.0003827810287475586,8.684396743774414e-05,5.341134965419769e-05,5.618134352807484e-08,-7.618218660354614e-07,-5.702256468390299e-07,-1.955508207924407e-06,0.00020691007375717163,-1.58907385886928e-11,-6.744053042394097e-11,-4.113289323970023e-11,-5.2905748224214346e-09,-1.7807673151008786e-09,-1.182805060408808e-08,-2.013574702074396e-09,-1.315586268901825e-05,0.0006513260304927826
SDOMTFLOW,0.0005391612648963928,0.0009088963270187378,-8.502975106239319e-05,-0.0009248703718185425,-0.0003428608179092407,-0.0005370453000068665,-0.03267580643296242,0.0003828592598438263,8.697435259819031e-05,5.356594920158386e-05,1.1969068838589857e-07,-6.221234798431396e-07,-5.50562693499753e-07,-1.932543010711911e-06,0.00020705163478851318,-1.5852168834836747e-11,-6.679050121503551e-11,-4.1033056120186396e-11,-5.27773362139614e-09,-1.7764450643360706e-09,-1.1799341743398545e-08,-2.0086873848363513e-09,-1.3016164302825928e-05,0.0006514117121696472
SINNOVPATEU,2.082263507822063,-21.5921406786656,1.55793602776248,7.324394064082298,2.596911581233144,4.336887363286223,1.3910833461559378,-0.0035354678984731436,-2.801141290634405,-0.0017357711330987513,-0.0008755605908803922,-0.006412602378986776,-5.385998931378037e-06,-3.6650884018315086e-06,-6.055960048164707,-1.084171674797419e-12,-4.5679786985191946e-12,-2.80635903133422e-12,-3.609581350703945e-10,-1.2149576759202367e-10,-8.069881309448747e-10,-1.3737943298816134e-10,-6.053027598478366,-3.045253479736857
