year,HS_digits,A1,A2,A3,B
94,10,0.0795914378181236,0.04039141254749612,0.018598367974322304,0.0276989451738607
94,9,0.0746155854232126,0.03183599811399662,0.011072852495644225,0.03766070200629989
94,8,0.07166593122265519,0.030523763830791025,0.011508061267683696,0.01798817145326652
94,7,0.07196631313816812,0.03220076472253575,0.012446476449834749,0.018800809181744066
94,6,0.09019038039911918,0.031103411701387404,0.009675475378923526,0.01849439413111195
95,10,0.08993866746869751,0.03406976178021212,0.014876109355785512,0.022108565599237597
95,9,0.07837225545625177,0.0301149265053572,0.01155479595071375,0.019216994430167635
95,8,0.06678040351603443,0.021596903601314242,0.005900825387741432,0.011425629363637321
95,7,0.07204808207335586,0.021339015779494812,0.0055801576488212126,0.010710711850812798
95,6,0.06652025182539081,0.022986919111359028,0.006522485861440192,0.011043506976982755
96,10,0.11442693976045011,0.04490545507944447,0.019008805607012586,0.02875260594253375
96,9,0.1029989411110854,0.03877590954355413,0.011304214402024709,0.021501389662202806
96,8,0.08458794746466829,0.031371532524808246,0.007981782542884348,0.014176451146298733
96,7,0.08915833379031733,0.03036517141310336,0.007919450242263003,0.013606989928956755
96,6,0.0861672785831171,0.02245777573988498,0.007463049226831078,0.011631962163043724
97,10,0.1281331185818702,0.05755004625607291,0.026455912228577134,0.0375023943095216
97,9,0.10167774034504261,0.04640246783576619,0.017988570200356355,0.02859215050757497
97,8,0.11871928848870326,0.046398318264819126,0.014259475687897975,0.023543519852622576
97,7,0.11896353785114566,0.04353046482155498,0.013582314250870663,0.022478701668505206
97,6,0.10577872018902416,0.04911196515330977,0.007555706883309401,0.019465792891457744
98,10,0.12438077412330217,0.06792877203306513,0.026334936085436775,0.03518594583742277
98,9,0.11149070025763222,0.05215827626706241,0.023120455654148993,0.03354626555369007
98,8,0.13380552588922626,0.05493043284967811,0.024519477997116797,0.03154939552453036
98,7,0.13290352310032208,0.05287371474424395,0.025691431255730295,0.031286258712066146
98,6,0.14150427449144082,0.04527448335227498,0.013474519872916776,0.019079105570065796
99,10,0.1342474899049526,0.0703543948622275,0.02451105378480944,0.044420001550095296
99,9,0.12046017773437667,0.054292121231422234,0.018913565940031293,0.03430738784128808
99,8,0.13434480886678427,0.08361833998751779,0.020931442189551876,0.03145135848497255
99,7,0.13322532185567734,0.08058062152567688,0.020638756420767294,0.032056986315244416
99,6,0.14201837517172466,0.08425740756048575,0.012953607274047355,0.024621839363498814
100,10,0.14236106153804814,0.06426231928832146,0.029127457643606094,0.04000688417400054
100,9,0.14529140991426853,0.07254781639772376,0.027155346355485815,0.03474368466093111
100,8,0.12568748538648022,0.05175209684282894,0.02533582881700593,0.030727072056815626
100,7,0.12450974718735583,0.05262200179854957,0.025863217455524123,0.030538147942606945
100,6,0.11904614593110827,0.059634425482113104,0.02057342019014876,0.02917316932700057
101,10,0.13362837324624438,0.06809300314542216,0.024437460456106237,0.04947565259461656
101,9,0.13131623061320108,0.07530105381488583,0.022843238248227885,0.044576432700397246
101,8,0.11547395635827593,0.05757893761458818,0.018610379689596213,0.03670360425295971
101,7,0.119154422744359,0.05773371884748022,0.01769855842713434,0.03509459810199985
101,6,0.10794742458902358,0.05227607904814947,0.017573736605155096,0.033944983484985536
102,10,0.0927940192476536,0.05350357065329359,0.010934211529186827,0.031014507601609627
102,9,0.08363224460304453,0.03836336268184953,0.009967288492137698,0.028619515264527204
102,8,0.07772615880577993,0.03327619908579727,0.007285831707773394,0.02211375690796237
102,7,0.08882040010023703,0.03852504307928458,0.011997957325040007,0.026306013707709488
102,6,0.09947035439645727,0.04003453974514307,0.010676744051745155,0.02542129613218779
103,10,0.10800439793686134,0.04050294851177585,0.019479040953087473,0.028181722045927976
103,9,0.08837299916218376,0.04043770009052079,0.01809917723827431,0.025935532243800696
103,8,0.1081956490337957,0.03584212132323675,0.01870711819192156,0.024688711463360987
103,7,0.11227633848625922,0.039782120246604956,0.019622919930329042,0.025181696243260162
103,6,0.11782315889034543,0.0330713990890336,0.018720450172926804,0.023547709281192007
104,10,0.1615431250173103,0.06038197480863897,0.03405579706741967,0.045771507189982234
104,9,0.13597984867397764,0.058627682710569964,0.03126110440479695,0.041416577702953504
104,8,0.15347856592382583,0.054361420280341764,0.03200121673865065,0.03270396593595125
104,7,0.15918022561953554,0.05614812383851933,0.032618802293399925,0.03298998365593739
104,6,0.13820475074373484,0.05009212041720263,0.027303228417387467,0.03499274073095041
105,10,0.1268501334534398,0.048327435812820084,0.03029064437783827,0.03939077353825433
105,9,0.13024193117849656,0.059205203442150973,0.027879441285814828,0.035949113499162154
105,8,0.10333542509624966,0.03598339609832608,0.018536100338815684,0.024564746249002904
105,7,0.10604243725031244,0.03688893503158061,0.0182789226391914,0.02532942241334221
105,6,0.0821177186466192,0.0358039891759314,0.016707520447884,0.027145736144663
106,10,0.11893479953620385,0.04032893631314133,0.017096470694865095,0.03188444443651201
106,9,0.11529560667319369,0.044183649314777834,0.018004385354278445,0.025499591628105323
106,8,0.08961864144472678,0.027217040753053524,0.013169472617006947,0.017456254935318976
106,7,0.0939450943140737,0.02710159718110389,0.013546842930979025,0.017717700540592077
106,6,0.05837865167904594,0.02388898692393896,0.012781722852899349,0.013895064913105024
107,10,0.11670813373691487,0.06640100994956383,0.014383468875495933,0.046599828408350384
107,9,0.11316937627210834,0.06402713592277047,0.01635020946177587,0.04830134810056247
107,8,0.0922206338495088,0.0483606390124602,0.00912352540920379,0.04019908083301631
107,7,0.08746013813946178,0.048589038239697735,0.00824496040893944,0.039914924372162534
107,6,0.04968111646453465,0.018397366072621157,0.005588794324453781,0.00817393052727293
108,10,0.0991964710773514,0.043268845220611765,0.015477354019221285,0.0354837949651937
108,9,0.09524105539252292,0.04333606202610732,0.01815088453352127,0.034631095667864285
108,8,0.0660350677656691,0.0250458424381588,0.008799989813877173,0.015014401876913318
108,7,0.0637887017560645,0.024671935046145378,0.008217132390042726,0.014594595398711413
108,6,0.0588768521277497,0.018706100223760673,0.004623617665399129,0.008469544718653238
109,10,0.06791464,0.028813869,0.010191361,0.020774895
109,9,0.0643021,0.026279414,0.009216474,0.018941075
109,8,0.04953001,0.015864767,0.0061688167,0.013698474
109,7,0.052670885,0.01575584,0.0062170033,0.013776409
109,6,0.044909704,0.016844729,0.0040955725,0.010144099
110,10,0.08068045,0.031560313,0.011480546,0.024205113
110,9,0.08937559,0.035078008,0.0143382745,0.021372978
110,8,0.103088565,0.01833582,0.0062552057,0.014826741
110,7,0.10320443,0.018578367,0.005710714,0.014908941
110,6,0.09985316,0.015942872,0.0047120103,0.011541205
111,10,0.08363173,0.036021322,0.010414792,0.027238462
111,9,0.09005361,0.041026503,0.017813642,0.023040164
111,8,0.07013733,0.02641739,0.007938621,0.016281607
111,7,0.0716124,0.024751652,0.007733538,0.016361302
111,6,0.06527683,0.024296049,0.0071583786,0.0106672505
112,10,0.06557224,0.02804178,0.010602678,0.01620228
112,9,0.069391206,0.03220149,0.012414271,0.017993463
112,8,0.057235282,0.02255381,0.008087349,0.012145052
112,7,0.08237755,0.022741724,0.007981068,0.012489789
112,6,0.07264098,0.02006505,0.0063898363,0.010780834
113,10,0.06408456,0.020684704,0.0071988422,0.01136754
113,9,0.06449806,0.022386126,0.00979836,0.01298072
113,8,0.053430267,0.016681915,0.0055414136,0.0093361195
113,7,0.09640789,0.040831894,0.0053418875,0.010380322
113,6,0.09904317,0.039732162,0.0036227873,0.008885691
114,10,0.0737587,0.038921457,0.013178461,0.0230758
114,9,0.07431491,0.03659199,0.014755173,0.022946764
114,8,0.07250843,0.019065425,0.005950347,0.015437897
114,7,0.11011541,0.019063167,0.00579412,0.015316774
114,6,0.0986857,0.016718721,0.0061997296,0.0115912445
115,10,0.08883424,0.051590886,0.01994236,0.034355763
115,9,0.0951298,0.053938482,0.018691283,0.03430492
115,8,0.0874401,0.03629651,0.0084295785,0.01910299
115,7,0.12880926,0.039256882,0.010728573,0.021984342
115,6,0.112258255,0.032733563,0.008344916,0.018449526
116,10,0.081006505,0.04159433,0.014433842,0.02455122
116,9,0.084124245,0.043266892,0.013649964,0.024415512
116,8,0.07379271,0.025061132,0.006746638,0.011038668
116,7,0.09144562,0.025284756,0.0066530555,0.011549812
116,6,0.089108326,0.025598813,0.005829836,0.009431454
