market prior,from1950to2007,from1980to2007,from1995to2007,from2002to2007,from1950to2020,from1980to2020,from1995to2020,from2002to2020
0.4,0.04760726851464432,0.05158655365240939,0.06958834120831871,0.04247050484832894,0.04583583384947906,0.04725722272514893,0.053760425583530246,0.03936556097650615
0.41000000000000003,0.04841417137082473,0.05246090201939938,0.0707678046186292,0.043190343913554856,0.046612712389300745,0.048058192601846364,0.05467161923748839,0.040032773874413036
0.42,0.04924889846342515,0.05336540033007867,0.07198793918101934,0.043935005015512694,0.04741637984428868,0.0488867821294644,0.05561423336227266,0.040722994113627044
0.43,0.050112914225941385,0.054301635423588825,0.07325088548244073,0.04470579457718835,0.048248246157346374,0.049744444973840965,0.05658992166687394,0.04143743260684857
0.44,0.051007787694261765,0.05527130748472434,0.07455893700891289,0.04550411233749529,0.04910982198158471,0.050632738634088126,0.05760045598235383,0.04217738676054229
0.45,0.051935202015975616,0.05627624034808297,0.07591455404543858,0.04633145983454066,0.05000272783579534,0.05155333388198064,0.058647737000214806,0.0429442483380067
0.46,0.05289696501627146,0.057318392947121544,0.07732037912035411,0.0471894498314766,0.050928704277198956,0.05250802525016547,0.05973380620392249,0.043739512196117936
0.47000000000000003,0.0538950209599747,0.058399872059331386,0.07877925419809664,0.04807981680942899,0.05188962322582535,0.05349874270771576,0.06086085915116631,0.04456478601113903
0.48,0.05493146367074344,0.05952294652201084,0.08029423985575235,0.04900442867114878,0.052887500595552764,0.05452756468286414,0.062031260288688744,0.04542180112673786
0.49,0.0560085511936992,0.060690063120481634,0.08186863671566906,0.04996529982156346,0.05392451041115184,0.05559673261782226,0.06324755951003558,0.04631242467824252
0.5,0.05712872221757318,0.06190386438289127,0.08350600944998245,0.05096460581799473,0.055003000619374874,0.05670866727017871,0.0645125107002363,0.047238673171807376
0.51,0.058294614507727736,0.06316720855397069,0.08521021372447189,0.05200469981428034,0.05612551083609681,0.05786598701038644,0.06582909255126153,0.048202727726334056
0.52,0.0595090856433054,0.06448319206551174,0.08698542651039838,0.05308813106041118,0.05729479231184883,0.05907152840643616,0.06720053197941281,0.049206951220632685
0.53,0.0607752364016736,0.06585517487541624,0.08883618026593877,0.05421766576382418,0.058513830446143486,0.060328369436360336,0.06863033053216627,0.05025390762958232
0.54,0.06209643719301433,0.06728680911183835,0.09076740157606789,0.05539631067173341,0.05978587023845095,0.06163985572845512,0.07012229423938728,0.05134638388239932
0.55,0.06347635801952577,0.06878207153654586,0.09278445494442494,0.05662733979777193,0.06111444513263876,0.06300963030019857,0.07168056744470701,0.05248741463534153
0.56,0.06491900251996953,0.07034530043510373,0.09489319255679825,0.05791432479317584,0.06250340979474418,0.06444166735247582,0.07330967125026852,0.05368031042250839
0.5700000000000001,0.06642874676461999,0.07198123765452474,0.09710001098835169,0.05926116955580783,0.0639569774643894,0.06594031077927758,0.07501454732585616,0.054928689734659746
0.58,0.06801038359234902,0.07369507664629912,0.09941191601188386,0.06067214978332706,0.06547976264211294,0.06751031817878417,0.07680060797647177,0.05623651568072306
0.59,0.06966917343606485,0.0754925175401113,0.1018365968902225,0.06215195831462771,0.0670768300236279,0.06915691130509598,0.07867379353687352,0.057608138014399235
0.6,0.07141090277196648,0.07737983047861409,0.10438251181247805,0.0637057572724934,0.0687537507742186,0.07088583408772338,0.08064063837529536,0.059048341464759214
0.61,0.07324195156099125,0.07936392869601444,0.10705898647433647,0.06533923822819837,0.07051666746073701,0.07270341957715219,0.08270834705158499,0.06056240150231715
0.62,0.07516937133891208,0.08145245313538325,0.10987632822366111,0.06705869186578253,0.07237236923601957,0.07461666746076145,0.08488488250031091,0.062156148910272865
0.63,0.07720097596969348,0.0836538707876909,0.11284595871619249,0.06887108894323613,0.07432837921537146,0.07663333414889015,0.08717906851383284,0.06383604482676672
0.64,0.0793454475244072,0.08597758942068233,0.11598056868053118,0.0707841747472149,0.07639305641579844,0.07876203787524821,0.08960070930588375,0.06560926829417692
0.65,0.08161246031081884,0.08843409197555896,0.11929429921426064,0.07280657973999248,0.07857571517053553,0.08101238181454103,0.09216072957176615,0.06748381881686769
0.66,0.0840128267905488,0.09103509468072246,0.12280295507350361,0.0749479497323452,0.08088676561672777,0.0833950989267334,0.09487133926505338,0.06946863701736379
0.67,0.08655867002662604,0.09379373391347164,0.12652425674239767,0.07721909972423445,0.08333787972632557,0.08592222313663442,0.09774622833369137,0.07157374723001118
0.68,0.08926362846495811,0.09672478809826762,0.13047813976559758,0.07963219659061678,0.08594218846777325,0.08860729260965425,0.10080079796911923,0.07381042683094903
0.6900000000000001,0.0921431003509245,0.09984494255305046,0.13468711201610076,0.08220097712579796,0.088714517128024,0.091465592371256,0.10405243661328437,0.07619140834162481
0.7000000000000001,0.09521453702928866,0.10317310730481881,0.13917668241663744,0.08494100969665791,0.09167166769895814,0.09451444545029787,0.10752085116706052,0.07873112195301231
0.71,0.0984977969268503,0.10673080066015735,0.14397587836203868,0.08787001003102539,0.09483275968857736,0.0977735642589288,0.11122846672454532,0.08144598822725409
0.72,0.10201557538852353,0.11054261496944869,0.14911787401782578,0.09100822467499058,0.09821964396316941,0.10126547726817625,0.11520091196470766,0.08435477352108459
0.73,0.10579393003254292,0.11463678589424309,0.15464075824070822,0.0943788996629532,0.10185740855439791,0.10501605050033094,0.11946761240784498,0.08747902439223587
0.74,0.10986292734148688,0.11904589304402168,0.1605884797115047,0.09800885734229756,0.10577500119110553,0.10905512936572828,0.12406252057737749,0.09084360225347572
0.75,0.11425744443514636,0.12380772876578254,0.1670120188999649,0.10192921163598946,0.11000600123874975,0.11341733454035742,0.1290250214004726,0.09447734634361475
0.76,0.1190181712866108,0.1289663841310235,0.17397085302079676,0.10617626212082236,0.11458958462369766,0.11814305681287232,0.13440106395882562,0.09841390244126537
0.77,0.12419287438602866,0.1345736182236767,0.18153480315213577,0.11079262134346682,0.1195717404769019,0.12327971145691025,0.14024458847877455,0.10269276776479865
0.78,0.12983800503993906,0.14069060087020746,0.1897863851135965,0.11582864958635168,0.12500681958948837,0.12888333470495164,0.14661934250053704,0.10736062084501678
0.79,0.13602076718469808,0.14739015329259827,0.19882383202376777,0.12134429956665414,0.1309595252842259,0.1350206363575684,0.1536012159529436,0.11247303136144615
0.8,0.14282180554393298,0.1547596609572282,0.20876502362495616,0.12741151454498686,0.13750750154843722,0.1417716681754468,0.16128127675059079,0.11809668292951847
0.81,0.1503387426778242,0.16290490627076654,0.21975265644732228,0.13411738373156512,0.14474473847203917,0.14923333492152296,0.16976976500062188,0.12431229782054576
0.8200000000000001,0.15869089504881445,0.1719551788413647,0.23196113736106244,0.14156834949442987,0.15278611283159693,0.15752407575049648,0.17920141861176755,0.13121853658835386
0.8300000000000001,0.16802565358109767,0.18207018936144498,0.2456059101470073,0.14989589946469045,0.1617735312334556,0.16679019785346685,0.18974267853010682,0.13893727403472764
0.84,0.17852725692991617,0.1934495761965352,0.2609562795311951,0.1592643931812335,0.17188437693554645,0.17721458521930844,0.20160159593823837,0.14762085366189803
0.85,0.19042907405857723,0.20634621460963753,0.2783533648332748,0.16988201939331574,0.18334333539791622,0.18902889090059566,0.21504170233412095,0.15746224390602456
0.86,0.20403115077704706,0.22108522993889737,0.29823574803565156,0.18201644934998115,0.19643928792633883,0.2025309545363525,0.23040182392941533,0.16870954704216917
0.87,0.21972585468297376,0.23809178608804335,0.3211769594230094,0.1960177146845951,0.21155000238221106,0.21811025873145656,0.24812504115475498,0.18168720450695144
0.88,0.2380363425732216,0.257932768262047,0.3479417060415935,0.21235252424164472,0.22917916924739531,0.23628611362574464,0.26880212791765123,0.19682780488253074
0.89,0.2596760100798781,0.2813812017404149,0.379572770227193,0.23165729917270336,0.25001363917897673,0.2577666694099033,0.2932386850010741,0.21472124169003357
0.9,0.28564361108786596,0.3095193219144564,0.41753004724991233,0.25482302908997373,0.27501500309687443,0.2835433363508936,0.32256255350118157,0.23619336585903694
0.91,0.3173817900976289,0.3439103576827294,0.4639222747221249,0.28313669898885974,0.30557222566319386,0.31504815150099297,0.3584028372235351,0.2624370731767077
0.92,0.35705451385983256,0.38689915239307066,0.5219125590623905,0.31852878636246723,0.3437687538710931,0.3544291704386171,0.403203191876477,0.29524170732379623
0.93,0.40806230155409445,0.4421704598777951,0.5964714960713036,0.36403289869996264,0.39287857585267794,0.40506190907270534,0.460803647858831,0.3374190940843386
0.9400000000000001,0.47607268514644363,0.5158655365240944,0.6958834120831877,0.4247050484832898,0.4583583384947911,0.47257222725148973,0.537604255835303,0.39365560976506186
0.9500000000000001,0.5712872221757326,0.6190386438289135,0.8350600944998255,0.509646058179948,0.5500300061937494,0.5670866727017878,0.6451251070023638,0.4723867317180744
0.96,0.7141090277196641,0.7737983047861402,1.0438251181247797,0.6370575727249336,0.6875375077421854,0.7088583408772332,0.8064063837529529,0.5904834146475917
0.97,0.9521453702928855,1.031731073048187,1.3917668241663728,0.8494100969665781,0.9167166769895804,0.9451444545029777,1.075208511670604,0.7873112195301222
0.98,1.4282180554393282,1.5475966095722804,2.0876502362495595,1.2741151454498671,1.3750750154843707,1.4177166817544664,1.6128127675059059,1.1809668292951834
0.99,2.8564361108786565,3.095193219144561,4.175300472499119,2.5482302908997343,2.7501500309687414,2.835433363508933,3.2256255350118117,2.3619336585903667
